TERRITORY_ID,NUTS2_ID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,ln_edu_2000,ln_edu_2001,ln_edu_2002,ln_edu_2003,ln_edu_2004,ln_edu_2005,ln_edu_2006,ln_edu_2007,ln_edu_2008,ln_edu_2009,ln_edu_2010,ln_edu_2011,ln_edu_2012,ln_edu_2013,ln_edu_2014,ln_edu_2015,ln_edu_2016,ln_edu_2017,ln_edu_2018,ln_edu_2019,ln_edu_2020,ln_edu_2021,ln_edu_2022
RS225,RS22,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,15.2,18.1,19.1,18.3,19.3,19.2,20.0,20.2,21.0,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.7213,2.8959,2.9497,2.9069,2.9601,2.9549,2.9957,3.0057,3.0445
RS226,RS22,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,15.2,18.1,19.1,18.3,19.3,19.2,20.0,20.2,21.0,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.7213,2.8959,2.9497,2.9069,2.9601,2.9549,2.9957,3.0057,3.0445
RS227,RS22,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,15.2,18.1,19.1,18.3,19.3,19.2,20.0,20.2,21.0,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.7213,2.8959,2.9497,2.9069,2.9601,2.9549,2.9957,3.0057,3.0445
RS228,RS22,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,15.2,18.1,19.1,18.3,19.3,19.2,20.0,20.2,21.0,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.7213,2.8959,2.9497,2.9069,2.9601,2.9549,2.9957,3.0057,3.0445
RS229,RS22,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,15.2,18.1,19.1,18.3,19.3,19.2,20.0,20.2,21.0,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.8034,2.7213,2.8959,2.9497,2.9069,2.9601,2.9549,2.9957,3.0057,3.0445
MK001,MK00,13.1,13.1,13.1,13.1,13.1,13.1,13.1,14.2,13.4,14.8,15.6,17.6,17.9,17.2,17.6,18.8,20.7,20.7,20.3,21.3,23.2,24.0,24.4,2.5726,2.5726,2.5726,2.5726,2.5726,2.5726,2.5726,2.6532,2.5953,2.6946,2.7473,2.8679,2.8848,2.8449,2.8679,2.9339,3.0301,3.0301,3.0106,3.0587,3.1442,3.1781,3.1946
MK002,MK00,13.1,13.1,13.1,13.1,13.1,13.1,13.1,14.2,13.4,14.8,15.6,17.6,17.9,17.2,17.6,18.8,20.7,20.7,20.3,21.3,23.2,24.0,24.4,2.5726,2.5726,2.5726,2.5726,2.5726,2.5726,2.5726,2.6532,2.5953,2.6946,2.7473,2.8679,2.8848,2.8449,2.8679,2.9339,3.0301,3.0301,3.0106,3.0587,3.1442,3.1781,3.1946
MK003,MK00,13.1,13.1,13.1,13.1,13.1,13.1,13.1,14.2,13.4,14.8,15.6,17.6,17.9,17.2,17.6,18.8,20.7,20.7,20.3,21.3,23.2,24.0,24.4,2.5726,2.5726,2.5726,2.5726,2.5726,2.5726,2.5726,2.6532,2.5953,2.6946,2.7473,2.8679,2.8848,2.8449,2.8679,2.9339,3.0301,3.0301,3.0106,3.0587,3.1442,3.1781,3.1946
MK004,MK00,13.1,13.1,13.1,13.1,13.1,13.1,13.1,14.2,13.4,14.8,15.6,17.6,17.9,17.2,17.6,18.8,20.7,20.7,20.3,21.3,23.2,24.0,24.4,2.5726,2.5726,2.5726,2.5726,2.5726,2.5726,2.5726,2.6532,2.5953,2.6946,2.7473,2.8679,2.8848,2.8449,2.8679,2.9339,3.0301,3.0301,3.0106,3.0587,3.1442,3.1781,3.1946
MK005,MK00,13.1,13.1,13.1,13.1,13.1,13.1,13.1,14.2,13.4,14.8,15.6,17.6,17.9,17.2,17.6,18.8,20.7,20.7,20.3,21.3,23.2,24.0,24.4,2.5726,2.5726,2.5726,2.5726,2.5726,2.5726,2.5726,2.6532,2.5953,2.6946,2.7473,2.8679,2.8848,2.8449,2.8679,2.9339,3.0301,3.0301,3.0106,3.0587,3.1442,3.1781,3.1946
MK006,MK00,13.1,13.1,13.1,13.1,13.1,13.1,13.1,14.2,13.4,14.8,15.6,17.6,17.9,17.2,17.6,18.8,20.7,20.7,20.3,21.3,23.2,24.0,24.4,2.5726,2.5726,2.5726,2.5726,2.5726,2.5726,2.5726,2.6532,2.5953,2.6946,2.7473,2.8679,2.8848,2.8449,2.8679,2.9339,3.0301,3.0301,3.0106,3.0587,3.1442,3.1781,3.1946
MK007,MK00,13.1,13.1,13.1,13.1,13.1,13.1,13.1,14.2,13.4,14.8,15.6,17.6,17.9,17.2,17.6,18.8,20.7,20.7,20.3,21.3,23.2,24.0,24.4,2.5726,2.5726,2.5726,2.5726,2.5726,2.5726,2.5726,2.6532,2.5953,2.6946,2.7473,2.8679,2.8848,2.8449,2.8679,2.9339,3.0301,3.0301,3.0106,3.0587,3.1442,3.1781,3.1946
MK008,MK00,13.1,13.1,13.1,13.1,13.1,13.1,13.1,14.2,13.4,14.8,15.6,17.6,17.9,17.2,17.6,18.8,20.7,20.7,20.3,21.3,23.2,24.0,24.4,2.5726,2.5726,2.5726,2.5726,2.5726,2.5726,2.5726,2.6532,2.5953,2.6946,2.7473,2.8679,2.8848,2.8449,2.8679,2.9339,3.0301,3.0301,3.0106,3.0587,3.1442,3.1781,3.1946
RSZZZ,RSZZZ,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.78,18.13,19.28,18.92,19.7,19.8,20.15,21.0,21.28,2.8021,2.8021,2.8021,2.8021,2.8021,2.8021,2.8021,2.8021,2.8021,2.8021,2.8021,2.8021,2.8021,2.8021,2.8202,2.8976,2.9591,2.9402,2.9806,2.9857,3.0032,3.0445,3.0578
BA2,BA2,4.86,5.08,5.29,5.51,5.72,5.94,6.2,6.46,6.72,6.98,7.24,7.95,8.66,9.37,10.09,10.8,11.52,12.24,12.96,13.77,14.58,15.12,15.66,1.581,1.6253,1.6658,1.7066,1.744,1.7817,1.8245,1.8656,1.9051,1.943,1.9796,2.0732,2.1587,2.2375,2.3115,2.3795,2.4441,2.5047,2.5619,2.6225,2.6797,2.716,2.7511
BA1,BA1,4.05,4.23,4.41,4.59,4.77,4.95,5.17,5.38,5.6,5.81,6.03,6.62,7.22,7.81,8.41,9.0,9.6,10.2,10.8,11.48,12.15,12.6,13.05,1.3987,1.4422,1.4839,1.5239,1.5623,1.5994,1.6429,1.6827,1.7228,1.7596,1.7967,1.8901,1.9769,2.0554,2.1294,2.1972,2.2618,2.3224,2.3795,2.4406,2.4973,2.5337,2.5688
BA3,BA3,4.77,4.98,5.19,5.41,5.62,5.83,6.08,6.34,6.59,6.85,7.1,7.8,8.5,9.2,9.9,10.6,11.31,12.01,12.72,13.52,14.31,14.84,15.37,1.5623,1.6054,1.6467,1.6882,1.7263,1.763,1.805,1.8469,1.8856,1.9242,1.9601,2.0541,2.1401,2.2192,2.2925,2.3609,2.4257,2.4857,2.5432,2.6042,2.661,2.6973,2.7324
ME000,ME000,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.8,17.6,18.4,19.2,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,2.3979,2.4423,2.4849,2.5257,2.5649,2.6027,2.6391,2.6741,2.7081,2.7408,2.7726,2.8214,2.8679,2.9124,2.9549,2.9957,3.0445,3.091,3.1355,3.1781,3.2189,3.2581,3.2958
XK000,XK000,7.5,7.7,7.9,8.1,8.3,8.5,8.8,9.1,9.4,9.7,10.0,10.4,10.8,11.2,11.6,12.0,12.67,13.33,14.0,14.5,15.0,16.0,17.0,2.0149,2.0412,2.0669,2.0919,2.1163,2.1401,2.1748,2.2083,2.2407,2.2721,2.3026,2.3418,2.3795,2.4159,2.451,2.4849,2.5392,2.59,2.6391,2.6741,2.7081,2.7726,2.8332
