GID_nmbr,iso3,Country,Subnat,slope,geometry,Year,GDP_per_Capita
1083001.0,HRV,Croatia,Grad Zagreb,0.01302,"MULTIPOLYGON (((16.083333333333314 46, 16.166666666666657 46, 16.166666666666657 45.91666666666667, 16.25 45.91666666666667, 16.25 45.833333333333336, 16.166666666666657 45.833333333333336, 16.166666666666657 45.75, 16 45.75, 16 45.66666666666667, 15.833333333333314 45.66666666666667, 15.833333333333314 45.833333333333336, 15.916666666666657 45.833333333333336, 15.916666666666657 45.91666666666667, 16.083333333333314 45.91666666666667, 16.083333333333314 46)))",1995,29418.0
1083002.0,HRV,Croatia,Jadranska Hrvatska,0.01302,"MULTIPOLYGON (((15.666666666666657 43.083333333333336, 15.666666666666657 43, 15.833333333333314 43, 15.833333333333314 43.083333333333336, 15.666666666666657 43.083333333333336)), ((16 43.083333333333336, 16 42.91666666666667, 16.083333333333314 42.91666666666667, 16.083333333333314 43, 16.25 43, 16.25 43.083333333333336, 16 43.083333333333336)), ((14.5 45.66666666666667, 14.583333333333314 45.66666666666667, 14.583333333333314 45.583333333333336, 14.75 45.583333333333336, 14.75 45.5, 15.083333333333314 45.5, 15.083333333333314 45.41666666666667, 15.25 45.41666666666667, 15.25 45.333333333333336, 15 45.333333333333336, 15 45.083333333333336, 15.333333333333314 45.083333333333336, 15.333333333333314 45, 15.416666666666657 45, 15.416666666666657 44.91666666666667, 15.75 44.91666666666667, 15.75 44.75, 15.916666666666657 44.75, 15.916666666666657 44.66666666666667, 16.083333333333314 44.66666666666667, 16.083333333333314 44.5, 16.166666666666657 44.5, 16.166666666666657 44.25, 16.25 44.25, 16.25 44.16666666666667, 16.333333333333314 44.16666666666667, 16.333333333333314 44.083333333333336, 16.5 44.083333333333336, 16.5 44, 16.583333333333314 44, 16.583333333333314 43.91666666666667, 16.666666666666657 43.91666666666667, 16.666666666666657 43.833333333333336, 16.75 43.833333333333336, 16.75 43.75, 16.833333333333314 43.75, 16.833333333333314 43.66666666666667, 17 43.66666666666667, 17 43.583333333333336, 17.083333333333314 43.583333333333336, 17.083333333333314 43.5, 17.25 43.5, 17.25 43.333333333333336, 17.333333333333314 43.333333333333336, 17.333333333333314 43.25, 17.416666666666657 43.25, 17.416666666666657 43.16666666666667, 17.583333333333314 43.16666666666667, 17.583333333333314 43.083333333333336, 17.666666666666657 43.083333333333336, 17.666666666666657 42.91666666666667, 17.833333333333314 42.91666666666667, 17.833333333333314 42.833333333333336, 18 42.833333333333336, 18 42.75, 18.083333333333314 42.75, 18.083333333333314 42.66666666666667, 18.333333333333314 42.66666666666667, 18.333333333333314 42.583333333333336, 18.5 42.583333333333336, 18.5 42.41666666666667, 18.333333333333314 42.41666666666667, 18.333333333333314 42.5, 18.166666666666657 42.5, 18.166666666666657 42.583333333333336, 18 42.583333333333336, 18 42.66666666666667, 17.416666666666657 42.66666666666667, 17.416666666666657 42.75, 17.333333333333314 42.75, 17.333333333333314 42.833333333333336, 17.416666666666657 42.833333333333336, 17.416666666666657 42.91666666666667, 16.916666666666657 42.91666666666667, 16.916666666666657 42.833333333333336, 17 42.833333333333336, 17 42.66666666666667, 16.75 42.66666666666667, 16.75 42.91666666666667, 16.583333333333314 42.91666666666667, 16.583333333333314 43, 17 43, 17 43.083333333333336, 16.5 43.083333333333336, 16.5 43.16666666666667, 16.416666666666657 43.16666666666667, 16.416666666666657 43.083333333333336, 16.333333333333314 43.083333333333336, 16.333333333333314 43.25, 16.416666666666657 43.25, 16.416666666666657 43.333333333333336, 16.166666666666657 43.333333333333336, 16.166666666666657 43.41666666666667, 16 43.41666666666667, 16 43.5, 15.916666666666657 43.5, 15.916666666666657 43.66666666666667, 15.75 43.66666666666667, 15.75 43.583333333333336, 15.583333333333314 43.583333333333336, 15.583333333333314 43.66666666666667, 15.333333333333314 43.66666666666667, 15.333333333333314 43.75, 15.166666666666657 43.75, 15.166666666666657 43.833333333333336, 15.083333333333314 43.833333333333336, 15.083333333333314 43.91666666666667, 15 43.91666666666667, 15 44, 14.916666666666657 44, 14.916666666666657 44.083333333333336, 14.833333333333314 44.083333333333336, 14.833333333333314 44.16666666666667, 14.75 44.16666666666667, 14.75 44.25, 14.583333333333314 44.25, 14.583333333333314 44.41666666666667, 14.5 44.41666666666667, 14.5 44.5, 14.25 44.5, 14.25 44.583333333333336, 14.166666666666657 44.583333333333336, 14.166666666666657 44.66666666666667, 14.25 44.66666666666667, 14.25 45.083333333333336, 14.166666666666657 45.083333333333336, 14.166666666666657 44.91666666666667, 14.083333333333314 44.91666666666667, 14.083333333333314 44.833333333333336, 14 44.833333333333336, 14 44.75, 13.833333333333314 44.75, 13.833333333333314 44.833333333333336, 13.75 44.833333333333336, 13.75 44.91666666666667, 13.666666666666657 44.91666666666667, 13.666666666666657 45, 13.583333333333314 45, 13.583333333333314 45.25, 13.5 45.25, 13.5 45.5, 13.666666666666657 45.5, 13.666666666666657 45.41666666666667, 14 45.41666666666667, 14 45.5, 14.5 45.5, 14.5 45.66666666666667), (14.333333333333314 45.333333333333336, 14.333333333333314 45.25, 14.25 45.25, 14.25 45.16666666666667, 14.5 45.16666666666667, 14.5 45.25, 14.416666666666657 45.25, 14.416666666666657 45.333333333333336, 14.333333333333314 45.333333333333336), (14.5 44.91666666666667, 14.5 44.66666666666667, 14.583333333333314 44.66666666666667, 14.583333333333314 44.41666666666667, 14.833333333333314 44.41666666666667, 14.833333333333314 44.583333333333336, 14.75 44.583333333333336, 14.75 44.66666666666667, 14.666666666666657 44.66666666666667, 14.666666666666657 44.91666666666667, 14.5 44.91666666666667), (14.833333333333314 44.41666666666667, 14.833333333333314 44.25, 15 44.25, 15 44.333333333333336, 14.916666666666657 44.333333333333336, 14.916666666666657 44.41666666666667, 14.833333333333314 44.41666666666667), (15 44.25, 15 44.16666666666667, 15.083333333333314 44.16666666666667, 15.083333333333314 44.25, 15 44.25), (15.416666666666657 43.833333333333336, 15.416666666666657 43.75, 15.5 43.75, 15.5 43.833333333333336, 15.416666666666657 43.833333333333336), (16.416666666666657 43.5, 16.416666666666657 43.41666666666667, 16.5 43.41666666666667, 16.5 43.5, 16.416666666666657 43.5), (16.75 43.25, 16.75 43.16666666666667, 17.083333333333314 43.16666666666667, 17.083333333333314 43.25, 16.75 43.25)), ((16.25 42.41666666666667, 16.25 42.333333333333336, 16.333333333333314 42.333333333333336, 16.333333333333314 42.41666666666667, 16.25 42.41666666666667)))",1995,14967.0
1083003.0,HRV,Croatia,Panonska Hrvatska,0.01302,"MULTIPOLYGON (((15.25 45.75, 15.25 45.66666666666667, 15.333333333333314 45.66666666666667, 15.333333333333314 45.75, 15.25 45.75)), ((16.75 46.083333333333336, 16.916666666666657 46.083333333333336, 16.916666666666657 46, 17 46, 17 45.91666666666667, 17.166666666666657 45.91666666666667, 17.166666666666657 46, 17.416666666666657 46, 17.416666666666657 45.91666666666667, 17.666666666666657 45.91666666666667, 17.666666666666657 45.833333333333336, 17.833333333333314 45.833333333333336, 17.833333333333314 45.75, 18.5 45.75, 18.5 45.833333333333336, 18.666666666666657 45.833333333333336, 18.666666666666657 45.91666666666667, 18.916666666666657 45.91666666666667, 18.916666666666657 45.5, 19 45.5, 19 45.333333333333336, 19.166666666666657 45.333333333333336, 19.166666666666657 45.25, 19.416666666666657 45.25, 19.416666666666657 45.16666666666667, 19.083333333333314 45.16666666666667, 19.083333333333314 44.91666666666667, 19 44.91666666666667, 19 44.833333333333336, 18.833333333333314 44.833333333333336, 18.833333333333314 44.91666666666667, 18.75 44.91666666666667, 18.75 45, 18.666666666666657 45, 18.666666666666657 45.083333333333336, 18.083333333333314 45.083333333333336, 18.083333333333314 45.16666666666667, 18 45.16666666666667, 18 45.083333333333336, 17.5 45.083333333333336, 17.5 45.16666666666667, 17 45.16666666666667, 17 45.25, 16.833333333333314 45.25, 16.833333333333314 45.16666666666667, 16.666666666666657 45.16666666666667, 16.666666666666657 45.25, 16.5 45.25, 16.5 45.16666666666667, 16.416666666666657 45.16666666666667, 16.416666666666657 45.083333333333336, 16.333333333333314 45.083333333333336, 16.333333333333314 45, 16.166666666666657 45, 16.166666666666657 45.083333333333336, 16.083333333333314 45.083333333333336, 16.083333333333314 45.16666666666667, 16 45.16666666666667, 16 45.25, 15.833333333333314 45.25, 15.833333333333314 45.16666666666667, 15.75 45.16666666666667, 15.75 44.91666666666667, 15.416666666666657 44.91666666666667, 15.416666666666657 45, 15.333333333333314 45, 15.333333333333314 45.083333333333336, 15 45.083333333333336, 15 45.333333333333336, 15.25 45.333333333333336, 15.25 45.5, 15.333333333333314 45.5, 15.333333333333314 45.66666666666667, 15.5 45.66666666666667, 15.5 45.583333333333336, 15.75 45.583333333333336, 15.75 45.5, 16.083333333333314 45.5, 16.083333333333314 45.583333333333336, 16.333333333333314 45.583333333333336, 16.333333333333314 45.66666666666667, 16.416666666666657 45.66666666666667, 16.416666666666657 45.583333333333336, 16.583333333333314 45.583333333333336, 16.583333333333314 45.75, 16.5 45.75, 16.5 45.833333333333336, 16.666666666666657 45.833333333333336, 16.666666666666657 46, 16.75 46, 16.75 46.083333333333336)))",1995,10632.0
1083004.0,HRV,Croatia,Sjeverna Hrvatska,0.01345,"MULTIPOLYGON (((16.25 46.5, 16.666666666666657 46.5, 16.666666666666657 46.41666666666667, 16.833333333333314 46.41666666666667, 16.833333333333314 46.333333333333336, 16.916666666666657 46.333333333333336, 16.916666666666657 46.25, 17 46.25, 17 46.16666666666667, 17.166666666666657 46.16666666666667, 17.166666666666657 46.083333333333336, 17.25 46.083333333333336, 17.25 46, 17.166666666666657 46, 17.166666666666657 45.91666666666667, 17 45.91666666666667, 17 46, 16.916666666666657 46, 16.916666666666657 46.083333333333336, 16.75 46.083333333333336, 16.75 46, 16.666666666666657 46, 16.666666666666657 45.833333333333336, 16.5 45.833333333333336, 16.5 45.75, 16.583333333333314 45.75, 16.583333333333314 45.583333333333336, 16.416666666666657 45.583333333333336, 16.416666666666657 45.66666666666667, 16.333333333333314 45.66666666666667, 16.333333333333314 45.583333333333336, 16.083333333333314 45.583333333333336, 16.083333333333314 45.5, 15.75 45.5, 15.75 45.583333333333336, 15.5 45.583333333333336, 15.5 45.66666666666667, 15.333333333333314 45.66666666666667, 15.333333333333314 45.75, 15.416666666666657 45.75, 15.416666666666657 45.833333333333336, 15.666666666666657 45.833333333333336, 15.666666666666657 46.083333333333336, 15.583333333333314 46.083333333333336, 15.583333333333314 46.16666666666667, 15.666666666666657 46.16666666666667, 15.666666666666657 46.25, 15.916666666666657 46.25, 15.916666666666657 46.333333333333336, 16.083333333333314 46.333333333333336, 16.083333333333314 46.41666666666667, 16.25 46.41666666666667, 16.25 46.5), (16.083333333333314 46, 16.083333333333314 45.91666666666667, 15.916666666666657 45.91666666666667, 15.916666666666657 45.833333333333336, 15.833333333333314 45.833333333333336, 15.833333333333314 45.66666666666667, 16 45.66666666666667, 16 45.75, 16.166666666666657 45.75, 16.166666666666657 45.833333333333336, 16.25 45.833333333333336, 16.25 45.91666666666667, 16.166666666666657 45.91666666666667, 16.166666666666657 46, 16.083333333333314 46)))",1995,11354.0
1174001.0,SRB,Serbia,Autonomous Province of Vojvodina,0.01347,"MULTIPOLYGON (((19 44.91666666666667, 19 44.833333333333336, 19.083333333333314 44.833333333333336, 19.083333333333314 44.91666666666667, 19 44.91666666666667)), ((19.5 46.16666666666667, 20.25 46.16666666666667, 20.25 46.083333333333336, 20.333333333333314 46.083333333333336, 20.333333333333314 46, 20.416666666666657 46, 20.416666666666657 45.91666666666667, 20.583333333333314 45.91666666666667, 20.583333333333314 45.833333333333336, 20.666666666666657 45.833333333333336, 20.666666666666657 45.75, 20.833333333333314 45.75, 20.833333333333314 45.66666666666667, 20.75 45.66666666666667, 20.75 45.583333333333336, 20.833333333333314 45.583333333333336, 20.833333333333314 45.41666666666667, 21 45.41666666666667, 21 45.333333333333336, 21.166666666666657 45.333333333333336, 21.166666666666657 45.25, 21.416666666666657 45.25, 21.416666666666657 45.16666666666667, 21.5 45.16666666666667, 21.5 45.083333333333336, 21.416666666666657 45.083333333333336, 21.416666666666657 45, 21.5 45, 21.5 44.833333333333336, 21.25 44.833333333333336, 21.25 44.75, 21 44.75, 21 44.66666666666667, 20.666666666666657 44.66666666666667, 20.666666666666657 44.833333333333336, 20.583333333333314 44.833333333333336, 20.583333333333314 44.91666666666667, 20.5 44.91666666666667, 20.5 45, 20.416666666666657 45, 20.416666666666657 45.083333333333336, 20.333333333333314 45.083333333333336, 20.333333333333314 45, 20.25 45, 20.25 44.91666666666667, 20.166666666666657 44.91666666666667, 20.166666666666657 44.833333333333336, 20.083333333333314 44.833333333333336, 20.083333333333314 44.66666666666667, 19.833333333333314 44.66666666666667, 19.833333333333314 44.75, 19.666666666666657 44.75, 19.666666666666657 44.833333333333336, 19.75 44.833333333333336, 19.75 44.91666666666667, 19.083333333333314 44.91666666666667, 19.083333333333314 45.16666666666667, 19.416666666666657 45.16666666666667, 19.416666666666657 45.25, 19.166666666666657 45.25, 19.166666666666657 45.333333333333336, 19 45.333333333333336, 19 45.5, 18.916666666666657 45.5, 18.916666666666657 45.91666666666667, 19 45.91666666666667, 19 46, 19.333333333333314 46, 19.333333333333314 46.083333333333336, 19.5 46.083333333333336, 19.5 46.16666666666667)))",1995,8207.0
1174002.0,SRB,Serbia,City of Belgrade,0.01354,"MULTIPOLYGON (((20.333333333333314 45.083333333333336, 20.416666666666657 45.083333333333336, 20.416666666666657 45, 20.5 45, 20.5 44.91666666666667, 20.583333333333314 44.91666666666667, 20.583333333333314 44.833333333333336, 20.666666666666657 44.833333333333336, 20.666666666666657 44.66666666666667, 20.833333333333314 44.66666666666667, 20.833333333333314 44.583333333333336, 20.75 44.583333333333336, 20.75 44.5, 20.833333333333314 44.5, 20.833333333333314 44.41666666666667, 20.75 44.41666666666667, 20.75 44.333333333333336, 20.666666666666657 44.333333333333336, 20.666666666666657 44.41666666666667, 20.416666666666657 44.41666666666667, 20.416666666666657 44.333333333333336, 20.333333333333314 44.333333333333336, 20.333333333333314 44.25, 20.25 44.25, 20.25 44.5, 20 44.5, 20 44.66666666666667, 20.083333333333314 44.66666666666667, 20.083333333333314 44.833333333333336, 20.166666666666657 44.833333333333336, 20.166666666666657 44.91666666666667, 20.25 44.91666666666667, 20.25 45, 20.333333333333314 45, 20.333333333333314 45.083333333333336)))",1995,13834.0
1174003.0,SRB,Serbia,Region Južne i Istočne Srbije,0.01485,"MULTIPOLYGON (((22.666666666666657 44.583333333333336, 22.666666666666657 44.5, 22.75 44.5, 22.75 44.583333333333336, 22.666666666666657 44.583333333333336)), ((21.25 44.833333333333336, 21.416666666666657 44.833333333333336, 21.416666666666657 44.75, 21.583333333333314 44.75, 21.583333333333314 44.66666666666667, 22 44.66666666666667, 22 44.583333333333336, 22.083333333333314 44.583333333333336, 22.083333333333314 44.5, 22.25 44.5, 22.25 44.66666666666667, 22.416666666666657 44.66666666666667, 22.416666666666657 44.75, 22.5 44.75, 22.5 44.66666666666667, 22.583333333333314 44.66666666666667, 22.583333333333314 44.5, 22.5 44.5, 22.5 44.333333333333336, 22.666666666666657 44.333333333333336, 22.666666666666657 44.16666666666667, 22.583333333333314 44.16666666666667, 22.583333333333314 44, 22.416666666666657 44, 22.416666666666657 43.66666666666667, 22.5 43.66666666666667, 22.5 43.5, 22.583333333333314 43.5, 22.583333333333314 43.41666666666667, 22.75 43.41666666666667, 22.75 43.333333333333336, 22.833333333333314 43.333333333333336, 22.833333333333314 43.25, 22.916666666666657 43.25, 22.916666666666657 43.16666666666667, 23 43.16666666666667, 23 43.083333333333336, 22.916666666666657 43.083333333333336, 22.916666666666657 43, 22.75 43, 22.75 42.91666666666667, 22.583333333333314 42.91666666666667, 22.583333333333314 42.833333333333336, 22.416666666666657 42.833333333333336, 22.416666666666657 42.75, 22.5 42.75, 22.5 42.5, 22.583333333333314 42.5, 22.583333333333314 42.41666666666667, 22.5 42.41666666666667, 22.5 42.333333333333336, 21.833333333333314 42.333333333333336, 21.833333333333314 42.25, 21.583333333333314 42.25, 21.583333333333314 42.41666666666667, 21.666666666666657 42.41666666666667, 21.666666666666657 42.5, 21.75 42.5, 21.75 42.66666666666667, 21.583333333333314 42.66666666666667, 21.583333333333314 42.75, 21.416666666666657 42.75, 21.416666666666657 42.833333333333336, 21.333333333333314 42.833333333333336, 21.333333333333314 42.91666666666667, 21.25 42.91666666666667, 21.25 43, 21.166666666666657 43, 21.166666666666657 43.083333333333336, 20.916666666666657 43.083333333333336, 20.916666666666657 43.16666666666667, 21 43.16666666666667, 21 43.25, 21.166666666666657 43.25, 21.166666666666657 43.333333333333336, 21.25 43.333333333333336, 21.25 43.41666666666667, 21.583333333333314 43.41666666666667, 21.583333333333314 43.583333333333336, 21.5 43.583333333333336, 21.5 43.833333333333336, 21.666666666666657 43.833333333333336, 21.666666666666657 43.91666666666667, 21.75 43.91666666666667, 21.75 44, 21.833333333333314 44, 21.833333333333314 44.083333333333336, 21.666666666666657 44.083333333333336, 21.666666666666657 44.16666666666667, 21.416666666666657 44.16666666666667, 21.416666666666657 44.25, 21.25 44.25, 21.25 44.333333333333336, 21.166666666666657 44.333333333333336, 21.166666666666657 44.25, 20.833333333333314 44.25, 20.833333333333314 44.333333333333336, 20.75 44.333333333333336, 20.75 44.41666666666667, 20.833333333333314 44.41666666666667, 20.833333333333314 44.5, 20.75 44.5, 20.75 44.583333333333336, 20.833333333333314 44.583333333333336, 20.833333333333314 44.66666666666667, 21 44.66666666666667, 21 44.75, 21.25 44.75, 21.25 44.833333333333336)))",1995,5080.0
1174004.0,SRB,Serbia,Region Šumadije i Zapadne Srbije,0.01417,"MULTIPOLYGON (((19.333333333333314 44.91666666666667, 19.75 44.91666666666667, 19.75 44.833333333333336, 19.666666666666657 44.833333333333336, 19.666666666666657 44.75, 19.833333333333314 44.75, 19.833333333333314 44.66666666666667, 20 44.66666666666667, 20 44.5, 20.25 44.5, 20.25 44.25, 20.333333333333314 44.25, 20.333333333333314 44.333333333333336, 20.416666666666657 44.333333333333336, 20.416666666666657 44.41666666666667, 20.666666666666657 44.41666666666667, 20.666666666666657 44.333333333333336, 20.833333333333314 44.333333333333336, 20.833333333333314 44.25, 21.166666666666657 44.25, 21.166666666666657 44.333333333333336, 21.25 44.333333333333336, 21.25 44.25, 21.416666666666657 44.25, 21.416666666666657 44.16666666666667, 21.666666666666657 44.16666666666667, 21.666666666666657 44.083333333333336, 21.833333333333314 44.083333333333336, 21.833333333333314 44, 21.75 44, 21.75 43.91666666666667, 21.666666666666657 43.91666666666667, 21.666666666666657 43.833333333333336, 21.5 43.833333333333336, 21.5 43.583333333333336, 21.583333333333314 43.583333333333336, 21.583333333333314 43.41666666666667, 21.25 43.41666666666667, 21.25 43.333333333333336, 21.166666666666657 43.333333333333336, 21.166666666666657 43.25, 21 43.25, 21 43.16666666666667, 20.833333333333314 43.16666666666667, 20.833333333333314 43.25, 20.666666666666657 43.25, 20.666666666666657 43.16666666666667, 20.583333333333314 43.16666666666667, 20.583333333333314 43.083333333333336, 20.666666666666657 43.083333333333336, 20.666666666666657 43, 20.5 43, 20.5 42.833333333333336, 20.333333333333314 42.833333333333336, 20.333333333333314 42.91666666666667, 20.083333333333314 42.91666666666667, 20.083333333333314 43, 20 43, 20 43.083333333333336, 19.75 43.083333333333336, 19.75 43.16666666666667, 19.583333333333314 43.16666666666667, 19.583333333333314 43.25, 19.5 43.25, 19.5 43.333333333333336, 19.416666666666657 43.333333333333336, 19.416666666666657 43.41666666666667, 19.166666666666657 43.41666666666667, 19.166666666666657 43.5, 19.25 43.5, 19.25 43.583333333333336, 19.5 43.583333333333336, 19.5 43.75, 19.416666666666657 43.75, 19.416666666666657 43.833333333333336, 19.333333333333314 43.833333333333336, 19.333333333333314 43.91666666666667, 19.25 43.91666666666667, 19.25 44, 19.583333333333314 44, 19.583333333333314 44.083333333333336, 19.5 44.083333333333336, 19.5 44.16666666666667, 19.333333333333314 44.16666666666667, 19.333333333333314 44.25, 19.166666666666657 44.25, 19.166666666666657 44.333333333333336, 19.083333333333314 44.333333333333336, 19.083333333333314 44.41666666666667, 19.166666666666657 44.41666666666667, 19.166666666666657 44.583333333333336, 19.25 44.583333333333336, 19.25 44.66666666666667, 19.333333333333314 44.66666666666667, 19.333333333333314 44.91666666666667)))",1995,5471.0
1179001.0,SVN,Slovenia,Gorenjska,0.01429,"MULTIPOLYGON (((13.666666666666657 46.5, 14.166666666666657 46.5, 14.166666666666657 46.41666666666667, 14.583333333333314 46.41666666666667, 14.583333333333314 46.25, 14.5 46.25, 14.5 46.16666666666667, 14.333333333333314 46.16666666666667, 14.333333333333314 46.083333333333336, 14.166666666666657 46.083333333333336, 14.166666666666657 46, 14.083333333333314 46, 14.083333333333314 46.16666666666667, 14 46.16666666666667, 14 46.25, 13.75 46.25, 13.75 46.333333333333336, 13.833333333333314 46.333333333333336, 13.833333333333314 46.41666666666667, 13.666666666666657 46.41666666666667, 13.666666666666657 46.5)))",1995,19080.0
1179002.0,SVN,Slovenia,Goriska,0.01233,"MULTIPOLYGON (((13.5 46.41666666666667, 13.833333333333314 46.41666666666667, 13.833333333333314 46.333333333333336, 13.75 46.333333333333336, 13.75 46.25, 14 46.25, 14 46.16666666666667, 14.083333333333314 46.16666666666667, 14.083333333333314 45.75, 13.916666666666657 45.75, 13.916666666666657 45.833333333333336, 13.583333333333314 45.833333333333336, 13.583333333333314 45.91666666666667, 13.666666666666657 45.91666666666667, 13.666666666666657 46, 13.5 46, 13.5 46.083333333333336, 13.583333333333314 46.083333333333336, 13.583333333333314 46.25, 13.416666666666657 46.25, 13.416666666666657 46.333333333333336, 13.5 46.333333333333336, 13.5 46.41666666666667)))",1995,21244.0
1179003.0,SVN,Slovenia,Jugovzhodna Slovenija,0.01601,"MULTIPOLYGON (((14.916666666666657 46, 15.166666666666657 46, 15.166666666666657 45.91666666666667, 15.333333333333314 45.91666666666667, 15.333333333333314 45.833333333333336, 15.416666666666657 45.833333333333336, 15.416666666666657 45.75, 15.25 45.75, 15.25 45.66666666666667, 15.333333333333314 45.66666666666667, 15.333333333333314 45.5, 15.25 45.5, 15.25 45.41666666666667, 15.083333333333314 45.41666666666667, 15.083333333333314 45.5, 14.75 45.5, 14.75 45.583333333333336, 14.583333333333314 45.583333333333336, 14.583333333333314 45.833333333333336, 14.75 45.833333333333336, 14.75 45.75, 14.833333333333314 45.75, 14.833333333333314 45.91666666666667, 14.916666666666657 45.91666666666667, 14.916666666666657 46)))",1995,19080.0
1179004.0,SVN,Slovenia,Koroska,0.01146,"MULTIPOLYGON (((15 46.66666666666667, 15.416666666666657 46.66666666666667, 15.416666666666657 46.583333333333336, 15.333333333333314 46.583333333333336, 15.333333333333314 46.41666666666667, 14.75 46.41666666666667, 14.75 46.5, 14.833333333333314 46.5, 14.833333333333314 46.583333333333336, 15 46.583333333333336, 15 46.66666666666667)))",1995,17113.0
1179005.0,SVN,Slovenia,Notranjsko-kraska,0.01662,"MULTIPOLYGON (((14.083333333333314 45.833333333333336, 14.083333333333314 45.5, 14.5 45.5, 14.5 45.66666666666667, 14.583333333333314 45.66666666666667, 14.583333333333314 45.833333333333336, 14.083333333333314 45.833333333333336)))",1995,16917.0
1179006.0,SVN,Slovenia,Obalno-kraska,0.02057,"MULTIPOLYGON (((13.666666666666657 45.833333333333336, 13.916666666666657 45.833333333333336, 13.916666666666657 45.75, 14.083333333333314 45.75, 14.083333333333314 45.5, 14 45.5, 14 45.41666666666667, 13.666666666666657 45.41666666666667, 13.666666666666657 45.5, 13.5 45.5, 13.5 45.583333333333336, 13.666666666666657 45.583333333333336, 13.666666666666657 45.66666666666667, 13.75 45.66666666666667, 13.75 45.583333333333336, 13.916666666666657 45.583333333333336, 13.916666666666657 45.66666666666667, 13.833333333333314 45.66666666666667, 13.833333333333314 45.75, 13.666666666666657 45.75, 13.666666666666657 45.833333333333336)))",1995,23408.0
1179007.0,SVN,Slovenia,Osrednjeslovenska,0.00531,"MULTIPOLYGON (((14.583333333333314 46.333333333333336, 14.666666666666657 46.333333333333336, 14.666666666666657 46.25, 14.916666666666657 46.25, 14.916666666666657 46.16666666666667, 14.833333333333314 46.16666666666667, 14.833333333333314 46.083333333333336, 15.083333333333314 46.083333333333336, 15.083333333333314 46, 14.916666666666657 46, 14.916666666666657 45.91666666666667, 14.833333333333314 45.91666666666667, 14.833333333333314 45.75, 14.75 45.75, 14.75 45.833333333333336, 14.083333333333314 45.833333333333336, 14.083333333333314 46, 14.166666666666657 46, 14.166666666666657 46.083333333333336, 14.333333333333314 46.083333333333336, 14.333333333333314 46.16666666666667, 14.5 46.16666666666667, 14.5 46.25, 14.583333333333314 46.25, 14.583333333333314 46.333333333333336)))",1995,29702.0
1179008.0,SVN,Slovenia,Podravska,0.00878,"MULTIPOLYGON (((15.5 46.66666666666667, 15.916666666666657 46.66666666666667, 15.916666666666657 46.583333333333336, 16 46.583333333333336, 16 46.5, 16.25 46.5, 16.25 46.41666666666667, 16.083333333333314 46.41666666666667, 16.083333333333314 46.333333333333336, 15.916666666666657 46.333333333333336, 15.916666666666657 46.25, 15.583333333333314 46.25, 15.583333333333314 46.333333333333336, 15.416666666666657 46.333333333333336, 15.416666666666657 46.41666666666667, 15.333333333333314 46.41666666666667, 15.333333333333314 46.583333333333336, 15.5 46.583333333333336, 15.5 46.66666666666667)))",1995,17507.0
1179009.0,SVN,Slovenia,Pomurska,0.01451,"MULTIPOLYGON (((15.833333333333314 46.75, 15.833333333333314 46.66666666666667, 15.916666666666657 46.66666666666667, 15.916666666666657 46.75, 15.833333333333314 46.75)), ((16 46.833333333333336, 16.333333333333314 46.833333333333336, 16.333333333333314 46.75, 16.416666666666657 46.75, 16.416666666666657 46.583333333333336, 16.5 46.583333333333336, 16.5 46.5, 16 46.5, 16 46.583333333333336, 15.916666666666657 46.583333333333336, 15.916666666666657 46.66666666666667, 16 46.66666666666667, 16 46.833333333333336)))",1995,16130.0
1179010.0,SVN,Slovenia,Savinjska,0.00672,"MULTIPOLYGON (((14.666666666666657 46.5, 14.75 46.5, 14.75 46.41666666666667, 15.416666666666657 46.41666666666667, 15.416666666666657 46.333333333333336, 15.583333333333314 46.333333333333336, 15.583333333333314 46.25, 15.666666666666657 46.25, 15.666666666666657 46.16666666666667, 15.583333333333314 46.16666666666667, 15.583333333333314 46.083333333333336, 15.166666666666657 46.083333333333336, 15.166666666666657 46.16666666666667, 14.916666666666657 46.16666666666667, 14.916666666666657 46.25, 14.666666666666657 46.25, 14.666666666666657 46.333333333333336, 14.583333333333314 46.333333333333336, 14.583333333333314 46.41666666666667, 14.666666666666657 46.41666666666667, 14.666666666666657 46.5)), ((15.083333333333314 46.083333333333336, 15.083333333333314 46, 15.166666666666657 46, 15.166666666666657 46.083333333333336, 15.083333333333314 46.083333333333336)), ((15.583333333333314 46.083333333333336, 15.583333333333314 46, 15.666666666666657 46, 15.666666666666657 46.083333333333336, 15.583333333333314 46.083333333333336)))",1995,20064.0
1179011.0,SVN,Slovenia,Spodnjeposavska,0.01715,"MULTIPOLYGON (((15.166666666666657 46.083333333333336, 15.166666666666657 45.91666666666667, 15.333333333333314 45.91666666666667, 15.333333333333314 45.833333333333336, 15.666666666666657 45.833333333333336, 15.666666666666657 46, 15.583333333333314 46, 15.583333333333314 46.083333333333336, 15.166666666666657 46.083333333333336)))",1995,17507.0
1179012.0,SVN,Slovenia,Zasavska,0.00408,"MULTIPOLYGON (((14.833333333333314 46.16666666666667, 14.833333333333314 46.083333333333336, 15.166666666666657 46.083333333333336, 15.166666666666657 46.16666666666667, 14.833333333333314 46.16666666666667)))",1995,18294.0
