VERSIONS,LEVEL_ID,TERRITORY_ID,NAME_HTML,UNIT,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
2021,3,FRY40,La Réunion,EUR2015,11753.41,12019.05,12485.89,12629.54,12917.17,13193.57,13445.29,13753.18,14314.63,14768.85,14737.39,14922.64,15310.31,15346.66,15571.07,14323.27,14934.9,14687.0,14755.36,15259.41,17028.43,17635.64,18083.92,18640.24,19333.12,19893.24,20449.85,21034.63,20919.31,19918.53,19430.47,19787.6,19752.34,19648.48,19995.63,20608.32,21190.05,21645.28,21713.72,22153.41,21115.3,22380.73,22857.7,22405.66,22565.19,22654.29,22925.68
2021,3,FRY50,Mayotte,EUR2015,7218.52,7079.07,7107.55,6979.41,6950.44,6832.97,6656.22,6524.06,6532.73,6487.92,6272.86,6110.62,6011.31,5790.14,5666.63,5037.14,5082.46,4857.13,4747.72,4787.61,4581.68,4677.48,4684.93,5046.37,5481.69,5845.04,6413.39,6543.54,7266.19,7054.91,7321.23,7385.75,7549.94,7842.88,8223.79,8780.14,8942.24,9398.47,9076.72,8366.29,8175.32,8672.69,8778.51,9835.64,9905.59,9944.56,10063.59
2021,3,HR021,Bjelovarsko-bilogorska županija,EUR2015,,,,,,,,,,,,,,,,5121.37,5404.86,5726.78,5771.16,5748.55,5965.21,6258.52,6747.56,6773.84,6965.69,6873.06,7623.78,7413.27,8266.41,7860.48,7108.42,7081.14,6757.53,6863.82,6976.97,7266.14,7757.53,7928.5,8450.22,8618.04,8491.01,10045.06,10527.21,10901.69,11289.34,11674.74,11753.71
2021,3,HR022,Virovitičko-podravska županija,EUR2015,,,,,,,,,,,,,,,,5161.81,5423.31,5696.48,5688.17,5609.79,5775.73,6290.74,6518.1,6742.05,6732.12,6606.72,7436.46,7639.13,7506.59,6621.9,6194.99,6363.1,6088.72,6053.23,5655.09,5807.92,6183.24,6437.43,6996.8,7401.23,7114.27,8438.14,8873.35,9199.36,9526.35,9852.0,9919.16
2021,3,HR023,Požeško-slavonska županija,EUR2015,,,,,,,,,,,,,,,,4954.11,5265.12,5586.47,5618.69,5594.93,5836.23,6089.44,6255.41,6833.16,7108.28,7125.17,7041.28,7218.32,7378.38,6668.34,6507.43,6408.64,6085.26,6191.8,5922.62,6093.24,6372.31,6636.57,7202.67,7660.75,7217.28,7977.9,8496.46,8819.81,9132.65,9444.93,9509.15
2021,3,HR024,Brodsko-posavska županija,EUR2015,,,,,,,,,,,,,,,,4359.18,4600.04,4883.98,4927.27,4904.95,5125.56,5439.16,5683.88,5842.43,6155.39,5854.76,6207.15,6429.76,6781.37,6194.71,5870.11,5931.68,5762.07,5767.82,5668.86,5924.52,6267.16,6703.66,7168.33,7784.21,7491.33,8445.36,9001.46,9328.78,9659.9,9990.14,10058.11
2021,3,HR025,Osječko-baranjska županija,EUR2015,,,,,,,,,,,,,,,,5184.8,5558.51,5945.77,6040.41,6057.48,6356.21,6543.85,7140.61,7196.97,7632.56,8042.42,8528.48,9480.44,9725.85,8976.69,8437.54,8464.49,8126.21,8252.76,8184.19,8492.03,8949.46,9133.35,9263.39,9768.42,9643.27,11059.58,11738.58,12142.93,12574.38,13004.06,13092.31
2021,3,HR026,Vukovarsko-srijemska županija,EUR2015,,,,,,,,,,,,,,,,3336.43,3719.04,4129.62,4342.15,4512.15,4891.44,5143.95,5469.67,5809.55,5979.1,6204.11,6956.58,6897.28,7349.68,6732.1,6257.73,6329.24,6021.96,6130.65,5984.94,6297.72,6672.06,7070.82,7606.28,8173.33,8056.42,9035.22,9565.64,9920.6,10272.73,10623.89,10695.82
2021,3,HR027,Karlovačka županija,EUR2015,,,,,,,,,,,,,,,,4145.13,4660.02,5181.12,5457.75,5682.15,6218.83,7251.97,7605.3,7356.6,7326.3,7704.92,8442.73,9074.26,9047.72,8129.43,7849.61,8005.29,7752.76,7938.04,7873.46,8192.61,8638.84,8831.59,8787.57,8931.55,8773.69,10162.46,10912.58,11277.81,11678.84,12078.16,12160.2
2021,3,HR028,Sisačko-moslavačka županija,EUR2015,,,,,,,,,,,,,,,,5038.09,5593.68,6152.08,6399.57,6584.61,7263.82,7067.54,7036.71,7123.14,7157.75,7675.24,8704.58,7961.08,8575.23,8569.41,8557.18,8598.1,8617.64,7982.0,7668.54,8123.23,8095.1,8312.46,8723.22,9156.2,8304.58,9745.08,10351.34,10735.77,11117.03,11496.78,11574.68
2021,3,HR031,Primorsko-goranska zupanija,EUR2015,,,,,,,,,,,,,,,,8607.71,9187.48,9627.36,9881.66,9892.92,10969.4,10545.08,10612.29,11619.01,11641.15,12692.71,13305.35,13380.79,14316.0,13322.68,13045.26,13316.9,13576.23,13253.69,13409.78,13531.37,13933.77,14533.91,14817.62,14419.19,12850.27,15213.01,16643.77,17424.09,18043.0,18659.43,18786.15
2021,3,HR032,Licko-senjska zupanija,EUR2015,,,,,,,,,,,,,,,,4086.2,4673.25,5146.46,5491.11,5733.82,6467.05,6595.46,7758.89,9312.94,11803.84,9256.38,9443.35,8866.95,9820.32,8771.06,8205.33,8169.63,7806.49,8060.52,8027.18,8372.45,8747.8,9267.37,9510.4,9975.53,9688.02,11600.25,12417.38,12997.88,13459.58,13919.56,14014.31
2021,3,HR033,Zadarska zupanija,EUR2015,,,,,,,,,,,,,,,,4714.36,5254.9,5576.19,5746.47,5795.91,6311.52,6922.61,7353.11,8349.26,8516.62,8967.82,8937.77,9793.48,10159.11,9134.3,8482.35,8282.38,8098.55,8279.5,8416.6,8778.08,9244.35,9972.69,10636.53,10962.53,10186.21,11622.49,12408.99,12942.43,13401.87,13859.67,13953.84
2021,3,HR034,Sibensko-kninska zupanija,EUR2015,,,,,,,,,,,,,,,,4327.4,4794.63,5137.96,5325.91,5411.04,5955.75,6017.14,6455.21,7120.44,7653.21,8291.01,8215.39,9206.94,8803.27,7535.49,8039.16,8067.71,7912.64,8179.94,8283.22,8469.27,8886.51,9626.6,9997.39,10473.89,9653.5,11082.47,12031.5,12619.01,13067.17,13513.33,13605.34
2021,3,HR035,Splitsko-dalmatinska zupanija,EUR2015,,,,,,,,,,,,,,,,5375.69,5784.75,6126.81,6276.58,6303.89,6870.06,7122.64,7345.08,7741.88,8420.36,8436.99,8953.15,9766.0,9539.39,8713.13,8476.11,8236.44,7972.46,8050.3,8132.46,8467.5,8897.64,9255.64,9522.3,10251.77,8989.07,10565.84,11369.3,11877.82,12299.71,12719.82,12806.11
2021,3,HR036,Istarska zupanija,EUR2015,,,,,,,,,,,,,,,,8909.88,9504.7,10083.91,10260.7,10264.62,11116.47,11923.23,12646.59,13329.47,13847.28,13824.31,14207.33,14832.52,14340.9,13748.14,13449.07,13366.01,12760.37,12871.65,13185.12,13653.95,14612.5,15100.93,15219.97,15532.02,12562.32,15358.06,17053.13,17750.44,18380.71,19008.73,19137.84
2021,3,HR037,Dubrovacko-neretvanska zupanija,EUR2015,,,,,,,,,,,,,,,,5929.12,6385.01,6811.73,6953.97,6983.52,7601.35,7900.34,8062.53,8737.52,9666.59,10137.79,10661.65,12030.74,11681.28,10797.58,10396.9,10079.95,9972.24,10362.41,10650.71,11153.34,11853.98,12775.1,13011.67,13978.41,10435.61,13148.59,14701.74,15394.58,15941.8,16486.61,16598.61
2021,3,HR050,Grad Zagreb,EUR2015,,,,,,,,,,,,,,,,10737.56,11500.45,12201.39,12562.12,12657.34,13218.04,14123.94,14906.1,16036.63,16812.88,17856.87,18667.5,19588.78,19903.93,18509.41,19464.7,19466.49,19202.13,18957.44,19064.9,19664.24,20398.15,21272.87,22175.28,23128.76,21535.97,24118.85,25452.12,26081.78,27007.83,27930.19,28119.77
2021,3,HR061,Međimurska županija,EUR2015,,,,,,,,,,,,,,,,5523.32,5882.7,6271.52,6378.0,6381.97,6406.22,6734.14,7339.87,7369.76,7482.28,7750.48,8458.98,8710.01,9436.6,8815.57,8331.28,8443.49,8231.83,9612.94,8627.07,8859.98,9393.64,9908.06,10331.2,10997.45,10678.36,12197.21,12865.09,13156.89,13623.89,14089.61,14185.11
2021,3,HR062,Varaždinska županija,EUR2015,,,,,,,,,,,,,,,,6100.3,6477.72,6886.82,7012.73,7022.13,7075.25,7543.43,8257.39,8436.46,8109.05,8346.46,8754.59,9113.47,9655.07,9067.57,8508.73,8533.89,8307.27,8529.55,8634.85,8948.06,9559.86,10222.38,11161.78,11612.21,11273.94,12324.85,13081.34,13369.55,13844.1,14317.07,14414.26
2021,3,HR063,Koprivničko-križevačka županija,EUR2015,,,,,,,,,,,,,,,,8348.71,8704.68,9084.83,9064.34,8910.21,8483.01,8552.58,8937.3,9049.89,8873.42,8673.78,9597.81,9883.98,9485.97,8785.65,8205.3,8215.99,7972.31,8096.9,8139.32,8314.38,8790.89,9083.38,9084.71,9727.74,9325.58,10441.28,10992.93,11270.22,11671.25,12069.91,12151.8
2021,3,HR064,Krapinsko-zagorska županija,EUR2015,,,,,,,,,,,,,,,,5284.05,5563.6,5849.98,5894.03,5845.27,5827.53,6423.94,6411.77,6617.74,6618.69,7177.97,7271.03,7815.37,7546.62,6676.37,6181.98,6301.35,6164.76,6337.53,6575.46,6846.49,7362.12,7820.92,8100.35,8564.3,7910.92,8896.42,9465.77,9695.52,10040.11,10382.78,10453.03
2021,3,HR065,Zagrebačka županija,EUR2015,,,,,,,,,,,,,,,,5488.92,5824.23,6168.89,6277.54,6275.77,6247.27,5851.5,6879.48,7044.08,7409.76,8081.0,7903.12,8606.52,8846.79,8337.29,7748.65,7963.18,7831.54,7842.58,7967.1,8292.09,8622.62,9195.11,9801.92,10320.86,10055.87,11487.18,12180.49,12379.29,12818.84,13256.82,13346.77
2021,3,HU110,Budapest,EUR2015,,,,,,,,,,,,11395.48,11362.96,11549.17,12194.04,12745.4,13130.7,13707.13,14231.67,15123.21,16551.12,17215.37,18812.46,19306.79,20403.16,21633.96,22900.62,22753.87,23048.12,22402.26,21889.59,22271.36,22386.13,22252.03,23038.42,23169.26,23858.57,25297.38,26773.18,28905.47,27945.26,30378.72,32292.29,31046.56,31318.96,32005.65,33046.49
2021,3,HU120,Pest,EUR2015,,,,,,,,,,,,5007.64,4687.35,4472.76,4709.33,4921.88,4950.54,5447.55,5653.91,6032.95,6638.16,7266.19,7691.56,8194.19,8544.02,9116.63,9310.83,10067.21,9454.14,8750.64,9065.43,8944.12,8653.16,8966.76,9247.37,9608.91,9629.74,9832.66,10370.03,10906.94,10607.76,11681.22,12793.25,12554.08,12664.3,12941.98,13362.9
2021,3,HU211,Fejér,EUR2015,,,,,,,,,,,,6963.39,6528.55,6217.06,6519.59,6764.38,7089.46,8320.57,9147.54,8675.12,9282.48,8632.04,8378.71,8600.67,9353.85,9654.67,10260.66,10442.33,10524.01,8596.97,9052.42,9965.95,9851.96,10305.02,10947.49,11871.46,12374.99,12893.74,13316.87,13562.27,12736.65,14715.14,15073.28,14987.54,15119.19,15450.69,15953.14
2021,3,HU212,Komárom-Esztergom,EUR2015,,,,,,,,,,,,5094.96,5070.89,5125.85,5488.72,5811.61,6027.17,5990.45,6105.55,6241.04,6569.01,7764.71,8256.46,9667.72,10655.01,11746.1,11073.0,11958.46,11697.35,9965.54,10424.15,10812.06,10299.51,10751.79,10852.77,11685.19,12086.25,12293.66,12931.41,13726.2,12288.1,13042.61,13588.84,13518.12,13636.76,13935.73,14388.97
2021,3,HU213,Veszprém,EUR2015,,,,,,,,,,,,5588.87,5460.06,5415.7,5677.88,5887.98,5672.91,5803.72,6076.25,6288.25,6893.33,7211.94,7185.56,7343.21,7536.87,7703.81,7862.83,8299.51,8231.02,7072.86,7543.68,7546.47,7427.49,7650.32,8110.28,8517.09,8979.91,9173.88,9682.16,10475.62,9756.11,10817.17,11686.49,11651.82,11754.34,12012.0,12402.77
2021,3,HU221,Gyor-Moson-Sopron,EUR2015,,,,,,,,,,,,6932.81,6634.11,6424.73,6845.46,7218.57,7370.33,7538.85,8678.56,9729.41,10066.14,9765.83,10145.46,10822.36,10851.99,11102.87,12145.02,12435.91,12570.95,11037.68,12189.45,12849.68,12154.84,12709.05,13986.64,15137.4,15968.67,16017.12,16361.9,16063.32,15058.61,15263.0,15626.52,15291.61,15425.85,15764.14,16276.78
2021,3,HU222,Vas,EUR2015,,,,,,,,,,,,6812.38,6733.8,6732.59,6996.48,7186.74,7397.16,7982.47,8466.27,8829.51,8375.08,8024.32,8253.05,9421.86,9403.66,9325.53,10194.46,9599.33,9233.77,8300.28,8694.16,9285.8,9791.59,10285.13,10937.96,11288.12,11707.69,11999.95,12126.57,12444.04,11099.07,11588.69,12441.8,12189.52,12296.65,12566.27,12975.06
2021,3,HU223,Zala,EUR2015,,,,,,,,,,,,6039.13,5949.84,5933.84,6201.1,6405.19,6523.37,6560.0,6774.14,6956.72,6463.47,7064.38,7382.4,8348.69,8583.88,8444.47,8261.12,8458.78,8781.88,8026.95,8667.22,8368.7,8858.95,8055.77,8715.98,9406.91,9064.43,9644.59,9852.5,10262.59,9287.63,10112.09,10870.05,10680.55,10774.39,11010.51,11368.66
2021,3,HU231,Baranya,EUR2015,,,,,,,,,,,,5205.22,5191.19,5258.29,5391.43,5467.87,5340.15,5675.59,5805.74,6009.43,5754.23,6005.3,6369.6,6618.17,6957.81,7026.02,7302.22,7167.23,7347.95,6847.56,6779.25,6745.56,6715.48,6852.75,7101.32,7336.7,7596.19,8005.1,8653.99,8965.34,8406.26,9299.24,9524.38,10211.67,10301.37,10527.22,10869.6
2021,3,HU232,Somogy,EUR2015,,,,,,,,,,,,5178.99,5165.28,5231.98,5306.25,5326.31,5247.19,5081.08,5197.06,5380.15,5458.9,5734.53,5837.03,6193.26,6443.4,6525.11,6621.68,6373.49,6636.69,6361.74,6473.72,6613.83,6430.28,6834.75,6776.23,7196.44,7413.77,7985.27,8512.74,8499.76,8205.73,8312.27,8630.51,9247.54,9328.85,9533.45,9843.49
2021,3,HU233,Tolna,EUR2015,,,,,,,,,,,,6472.16,6431.18,6490.17,6496.76,6440.0,6330.94,6053.48,6433.68,6795.0,6449.54,6513.93,6823.01,6370.19,6696.98,6792.55,6969.33,7166.88,7763.44,7582.21,7521.73,7752.49,7881.6,8431.24,8384.95,8674.88,8951.27,9054.21,9995.07,10235.79,9717.72,10158.52,10229.54,10980.37,11077.07,11319.83,11688.09
2021,3,HU311,Borsod-Abaúj-Zemplén,EUR2015,,,,,,,,,,,,5418.66,5307.17,5275.08,5276.6,5216.44,4853.14,4924.97,5091.15,5105.02,5311.87,5579.0,5763.33,6000.32,6576.87,7183.12,7265.94,7173.0,6995.46,6185.35,6314.35,6509.35,6437.34,6741.75,7219.92,8127.25,8216.63,8987.13,9352.7,9274.66,9063.24,9934.2,9554.33,9924.68,10011.81,10231.31,10564.04
2021,3,HU312,Heves,EUR2015,,,,,,,,,,,,5059.8,4977.65,4969.43,5105.15,5182.8,5146.18,5194.35,5458.25,5585.88,5961.2,6496.78,6779.17,6923.24,7084.39,7259.34,7559.11,7838.89,7856.24,7032.75,7234.28,7264.89,6964.19,7617.41,7801.17,8229.52,8667.06,8910.29,9513.63,10176.2,9528.64,9646.77,10194.04,10560.13,10652.82,10886.43,11240.46
2021,3,HU313,Nógrád,EUR2015,,,,,,,,,,,,4324.18,4187.44,4119.5,4179.78,4200.74,4045.89,3838.36,4296.77,4317.63,4406.62,4772.5,4953.64,5128.21,5141.5,5202.17,5410.18,4915.65,5061.03,4560.79,4677.51,4795.7,4527.61,4727.98,4912.28,5117.1,5192.97,5441.61,5748.93,5982.61,5820.04,6289.22,6490.66,6736.85,6796.13,6945.08,7170.89
2021,3,HU321,Hajdú-Bihar,EUR2015,,,,,,,,,,,,5693.7,5588.82,5561.23,5593.42,5556.99,5602.56,5634.81,5806.31,5686.27,5989.66,6553.8,6659.3,7168.32,7578.66,7739.99,7849.95,7551.22,7886.19,7486.29,7741.12,7897.14,7687.13,7584.15,7995.08,8185.89,8146.03,8786.43,9340.85,9608.96,9289.18,9757.71,10351.3,10826.42,10921.58,11160.99,11523.95
2021,3,HU322,Jász-Nagykun-Szolnok,EUR2015,,,,,,,,,,,,5781.88,5635.13,5566.12,5514.73,5399.5,5277.48,5416.04,5397.22,5206.53,5005.7,5525.23,5629.06,5868.66,6140.78,6281.94,6829.79,6585.79,7004.91,6696.28,6329.87,6818.68,6533.19,6827.33,7092.7,7504.12,7683.34,8028.02,8285.4,8546.38,8767.06,9239.25,9051.94,9490.38,9573.83,9783.67,10101.89
2021,3,HU323,Szabolcs-Szatmár-Bereg,EUR2015,,,,,,,,,,,,4691.08,4579.59,4531.38,4526.08,4467.84,4364.61,4404.15,4510.07,4482.77,4588.35,4977.84,5014.9,5217.82,5424.05,5618.34,5688.8,5536.84,5715.37,5383.39,5601.84,5771.52,5722.02,5902.09,6281.99,6453.88,6661.77,6864.07,7433.14,7878.3,7506.63,8021.23,8245.33,8646.34,8722.24,8913.46,9203.31
2021,3,HU331,Bács-Kiskun,EUR2015,,,,,,,,,,,,6056.94,5921.63,5875.74,5901.61,5859.89,5644.98,5612.94,5703.31,5742.35,5672.02,5915.68,6161.45,6321.08,6841.27,7117.66,7330.01,7084.67,7588.15,7043.07,6941.69,7161.27,7277.54,7926.82,8290.47,8991.73,9121.02,9474.74,10545.49,10917.32,10353.75,10589.03,10592.4,11105.6,11203.18,11448.82,11821.19
2021,3,HU332,Békés,EUR2015,,,,,,,,,,,,6206.84,5985.88,5859.56,5788.09,5655.07,5525.19,5349.15,5366.27,5440.48,5328.52,5541.71,5579.98,5718.52,6149.48,6141.8,6275.19,6238.73,6452.04,5877.92,6010.21,6155.72,5978.22,6268.51,6508.59,7020.46,7224.06,7389.98,7893.21,7867.77,7796.35,8194.87,8434.66,8885.41,8963.64,9160.24,9458.11
2021,3,HU333,Csongrád,EUR2015,,,,,,,,,,,,6710.71,6535.95,6459.93,6467.42,6402.64,6376.59,6368.59,6587.41,6620.66,6557.22,6756.34,6894.59,7098.99,7587.93,7840.27,8070.9,7643.12,8143.31,7792.84,7687.03,7721.76,7732.97,7832.21,8401.67,8627.04,8731.64,9086.19,9499.24,9949.01,9777.24,10661.29,11161.54,11725.28,11828.23,12087.56,12480.71
2021,3,IE041,Border,EUR2015,11412.61,11519.32,11509.63,11241.94,11487.21,11648.49,11498.41,11843.95,12203.4,12801.92,13542.83,13503.73,14232.99,13419.59,14392.81,15698.61,16786.57,17692.32,19100.69,19878.72,21145.85,21876.77,22615.22,22917.96,23780.8,23929.49,25283.45,24363.83,22397.19,20399.18,18956.47,20513.14,19248.17,18034.6,19178.57,18140.29,19069.76,21341.85,22324.35,22393.45,19414.89,21888.7,23714.06,25901.86,25293.46,25883.05,26734.96
2021,3,IE042,West,EUR2015,10927.1,11162.63,11291.78,11171.56,11573.32,11904.85,11925.1,12475.31,13057.46,13916.45,14962.82,15147.28,15819.78,14844.67,15551.0,17799.15,19451.92,20157.67,22293.16,25039.76,21977.48,22401.83,23089.11,23735.17,24933.58,26079.55,25793.18,27308.46,25855.97,24523.19,25743.93,24893.38,26092.68,27581.16,30318.07,28989.65,29112.24,30597.99,31873.23,33496.67,35889.81,39608.36,42593.01,46388.13,45298.46,46354.4,47880.08
2021,3,IE051,Mid-West,EUR2015,16141.3,16315.89,16370.43,16054.39,16484.54,16802.28,16681.09,17289.03,17934.7,18945.57,20187.2,20272.71,21646.7,21402.22,23431.16,24914.8,26782.2,28285.24,30415.33,32782.61,29835.66,30260.88,31101.72,33059.46,34673.88,34912.85,35768.53,37140.51,39212.38,32855.83,28206.07,30070.15,33126.01,33838.11,37078.42,33488.8,37049.55,42615.51,44567.35,50581.51,62481.46,64891.4,72405.19,63330.65,61842.92,63284.47,65367.24
2021,3,IE052,South-East (IE),EUR2015,12154.23,12213.91,12207.0,11941.54,12244.88,12475.97,12394.94,12867.24,13378.64,14178.94,15169.99,15284.73,16164.64,16922.92,17722.9,18468.23,19887.99,20907.28,22091.99,23882.85,26788.77,26788.81,27342.81,29140.29,30551.96,30813.57,31511.23,32315.68,33227.06,26307.61,22408.06,24782.6,27529.83,25578.92,26090.38,23879.47,28365.24,34337.84,35907.58,43278.86,41567.48,39615.66,44138.31,38628.64,37721.35,38600.66,39871.11
2021,3,IE053,South-West (IE),EUR2015,15259.9,15432.06,15494.69,15244.59,15727.97,16138.55,16154.73,16908.43,17731.8,18962.2,20474.94,20862.82,22575.28,23962.4,24507.76,27057.88,27542.82,32533.05,37516.82,39504.74,47220.39,49606.75,52943.81,52202.17,53558.54,56060.7,56145.39,56564.34,46923.01,49052.43,55510.66,53837.76,49385.4,49910.17,55186.6,124888.06,118964.86,121008.62,129352.59,123962.61,135063.66,169077.74,188102.06,164343.59,160483.2,164223.77,169628.58
2021,3,IE061,Dublin,EUR2015,20023.57,20793.88,21398.73,21490.45,22550.88,23448.8,23709.72,24989.65,26319.26,28191.79,30423.89,30928.84,30389.66,31820.02,32789.37,35806.29,39335.45,43334.59,47053.69,50586.02,57408.51,59801.82,62470.39,63773.39,67905.09,71050.75,73290.37,76388.13,71034.84,68352.23,72879.94,71893.52,73046.67,74513.35,79680.63,83295.15,82214.22,89551.58,98260.78,103491.13,107987.26,120779.42,125759.14,125848.24,122892.18,125756.62,129895.23
2021,3,IE062,Mid-East,EUR2015,11725.67,11776.12,11791.9,11582.26,11948.14,12272.89,12306.71,12919.76,13602.8,14618.67,15871.54,16254.81,16896.11,16974.41,19854.79,25513.59,25110.73,28418.96,26778.48,33979.35,26559.77,27907.79,28833.3,28135.73,28903.66,28984.56,29821.42,29195.13,29455.46,26145.43,21429.32,24369.64,21888.97,20388.54,21413.69,25169.94,28632.36,33266.33,33483.01,33757.2,32404.56,36147.84,37926.43,38237.28,37339.02,38209.38,39466.92
2021,3,IE063,Midland,EUR2015,11492.66,11550.61,11508.08,11220.44,11454.06,11608.7,11455.01,11807.06,12176.41,12792.54,13547.74,13520.36,13989.16,13509.26,13995.6,15418.19,16593.37,16971.09,17781.54,18774.76,20265.53,21055.09,21326.04,21377.36,22357.89,23493.48,24048.26,23813.99,22808.07,20715.76,18235.72,18442.3,17025.77,17048.74,19837.47,18917.96,20194.86,20002.59,19340.22,20769.75,21072.31,22360.62,23425.02,23545.23,22992.17,23528.07,24302.35
2021,3,ITC11,Torino,EUR2015,22427.44,22304.67,21976.48,22077.31,22593.0,23470.61,24246.28,24886.16,26351.62,27146.25,27482.05,27324.09,27423.7,26773.85,27979.68,30738.61,31049.72,31788.32,32282.68,33097.52,33543.43,33671.43,33384.81,33005.0,33027.37,33439.94,33860.22,33828.04,33521.22,30399.35,31426.31,31973.29,30088.58,30173.65,29824.51,30310.42,31000.4,32088.16,32794.4,32454.65,29218.15,32067.21,33052.19,33646.1,33898.29,34323.97,34787.58
2021,3,ITC12,Vercelli,EUR2015,23526.23,23107.06,22438.61,22228.33,22452.74,23026.75,23504.85,23850.9,24980.74,25469.01,25407.32,24881.72,24754.19,23977.09,24805.07,27020.6,27086.67,27537.88,27758.45,28252.1,28413.62,29598.87,30526.64,31182.23,31871.48,30352.11,32522.55,32492.13,29310.92,26332.59,27269.88,27822.67,26730.6,26767.93,26197.61,26492.85,26416.23,27088.06,27277.45,27261.33,26408.33,28367.41,29196.69,29713.29,29935.99,30312.13,30721.75
2021,3,ITC13,Biella,EUR2015,23774.93,23355.78,22708.9,22524.58,22770.36,23374.44,23875.75,24239.73,25401.21,25906.37,25917.82,25447.95,25316.26,24516.9,25341.07,27725.2,27915.85,28510.02,28879.67,29513.46,29831.11,30178.32,29070.59,28352.0,27072.95,27770.01,28972.16,29064.88,29330.29,26265.59,27072.97,27554.05,25793.78,25297.31,25300.22,25866.04,25941.21,26436.87,27147.16,26665.33,24041.18,26248.24,27097.84,27636.37,27843.39,28193.18,28573.97
2021,3,ITC14,Verbano-Cusio-Ossola,EUR2015,17771.99,17576.65,17230.26,17235.57,17570.48,18197.6,18753.65,19207.11,20298.48,20884.01,21040.7,20665.34,20572.6,20049.24,20873.48,22857.78,23017.52,23493.7,23792.25,24348.45,24624.22,25240.1,25453.12,25547.05,25330.42,25960.22,27066.5,26660.88,24422.13,22903.7,23793.83,24131.56,23734.98,23675.36,23277.71,23218.4,23344.03,24146.46,23960.05,24450.26,21453.73,23526.52,24240.97,24671.98,24857.13,25169.52,25509.46
2021,3,ITC15,Novara,EUR2015,21958.98,21937.85,21671.91,21819.28,22369.27,23271.91,24068.71,24722.49,26190.5,26979.39,27235.31,27073.4,27278.58,26634.05,27726.1,30210.33,30284.1,30782.32,31028.38,31572.35,31775.14,31862.99,31780.91,31847.51,31912.72,32019.56,32473.34,32558.41,30278.02,27378.32,28599.35,27991.33,27365.33,27053.47,27055.98,27849.47,28493.61,29126.7,29510.92,30181.44,27705.77,30196.19,31037.33,31542.79,31779.28,32178.39,32613.14
2021,3,ITC16,Cuneo,EUR2015,25151.47,24878.83,24323.72,24244.67,24612.52,25361.41,25983.82,26446.56,27764.71,28351.66,28342.7,27808.36,27690.17,26817.39,27705.61,29982.6,29845.78,30121.29,30165.85,30507.46,30500.27,31375.67,32099.18,33219.51,34212.61,34796.38,34575.83,34960.38,33820.04,30837.69,31728.88,31546.59,30143.29,30061.76,29953.93,30243.15,30762.33,31613.86,31692.97,32335.09,30320.72,31994.66,32900.05,33446.19,33696.79,34119.95,34580.78
2021,3,ITC17,Asti,EUR2015,17036.46,17069.98,16903.53,17063.31,17540.88,18302.14,18988.32,19572.72,20800.78,21506.86,21694.54,21470.22,21630.49,21158.67,22073.93,24245.04,24488.7,25057.6,25423.44,26049.1,26408.46,27228.63,27074.86,27202.86,27352.86,27157.97,27721.44,27702.69,25791.93,22944.42,24030.47,25199.91,24350.73,24348.46,24349.59,24491.96,24662.51,24907.11,25394.49,25573.78,23417.66,25127.39,25898.64,26362.67,26560.3,26893.92,27257.24
2021,3,ITC18,Alessandria,EUR2015,15996.7,16061.34,15939.07,16134.29,16638.7,17420.64,18140.19,18771.01,20040.48,20817.99,21197.15,21200.89,21499.77,21200.23,22291.21,24436.57,24673.22,25251.82,25630.31,26309.5,26707.6,29105.28,29690.13,30343.03,30968.52,30373.85,31100.33,31081.31,29186.47,27985.69,28530.77,27942.21,26603.23,26287.96,26149.54,26821.15,26712.28,28142.29,27888.34,28327.6,25369.47,28027.43,28893.6,29415.77,29636.25,30008.24,30413.49
2021,3,ITC20,Valle d'Aosta/Vallée d'Aoste,EUR2015,23555.71,23674.87,23782.55,23577.46,24368.53,25281.88,25745.43,26441.66,27315.3,28721.54,28817.85,29070.13,29971.05,29690.76,30468.92,39980.32,39504.3,38486.21,38898.23,38626.47,41415.62,41775.36,41605.5,42995.87,42117.02,41590.43,41738.33,41549.96,41256.94,38748.22,40273.8,40169.03,39677.9,37488.68,36798.59,36497.25,35936.96,36962.03,37478.95,37546.69,34060.19,36075.99,38451.3,40870.03,41176.37,41693.33,42256.22
2021,3,ITC31,Imperia,EUR2015,24836.93,23957.57,23582.82,22749.44,23700.01,23930.7,23798.2,23732.47,24274.58,24990.69,25353.11,25805.21,25537.95,25040.96,25447.57,23615.02,23793.72,24155.59,24598.12,24877.57,27169.09,27889.05,27593.77,27990.32,27686.63,26991.44,27747.63,30264.57,29151.3,23781.32,22664.83,25161.01,24171.72,23615.95,23506.03,23207.94,23414.67,23396.79,23598.57,23704.82,21549.45,23033.49,24259.93,25424.01,25614.7,25936.24,26286.63
