Year;Country;Region_Code;Region_Name;Level;Indicator;Value;Data_Type;Notes
2001;HR;HR037;Dubrovacko-neretvanska zupanija;3;KIS Value;23,82;Actual;
2001;HR;HR050;Grad Zagreb;3;KIS Value;286,02;Actual;
2001;HR;HR061;Me?imurska županija;3;KIS Value;13,54;Actual;
2001;HR;HR062;Varaždinska županija;3;KIS Value;25,42;Actual;
2001;HR;HR063;Koprivni?ko-križeva?ka županija;3;KIS Value;13,26;Actual;
2001;HR;HR064;Krapinsko-zagorska županija;3;KIS Value;16,26;Actual;
2001;HR;HR065;Zagreba?ka županija;3;KIS Value;29,5;Actual;
2001;MK;MK001;Vardarski;3;KIS Value;12,24;Actual;
2001;MK;MK002;Istocen;3;KIS Value;15,36;Actual;
2001;MK;MK003;Jugozapaden;3;KIS Value;18,1;Actual;
2001;MK;MK004;Jugoistocen;3;KIS Value;11,8;Actual;
2001;MK;MK005;Pelagoniski;3;KIS Value;24,94;Actual;
2001;MK;MK006;Poloski;3;KIS Value;17,56;Actual;
2001;MK;MK007;Severoistocen;3;KIS Value;10,08;Actual;
2001;MK;MK008;Skopski;3;KIS Value;125,78;Actual;
2001;RS;RS110;?????????? ??????;3;KIS Value;564,12;Actual;
2001;RS;RS121;???????????? ??????;3;KIS Value;25,22;Actual;
2001;RS;RS122;????????????? ??????;3;KIS Value;41,44;Actual;
2001;RS;RS123;?????????? ??????;3;KIS Value;134,3;Actual;
2001;RS;RS124;??????????????? ??????;3;KIS Value;21,96;Actual;
2001;RS;RS125;???????????? ??????;3;KIS Value;31,44;Actual;
2001;RS;RS126;?????????????? ??????;3;KIS Value;28,18;Actual;
2001;RS;RS127;??????? ??????;3;KIS Value;35,9;Actual;
2001;RS;RS211;??????????? ??????;3;KIS Value;41,02;Actual;
2001;RS;RS212;?????????? ??????;3;KIS Value;21,96;Actual;
2001;RS;RS213;????????? ??????;3;KIS Value;30,88;Actual;
2001;RS;RS214;????????? ??????;3;KIS Value;26,2;Actual;
2001;RS;RS215;?????????? ??????;3;KIS Value;31,82;Actual;
2001;RS;RS216;???????? ??????;3;KIS Value;29,16;Actual;
2001;RS;RS217;????? ??????;3;KIS Value;36,06;Actual;
2001;RS;RS218;?????????? ??????;3;KIS Value;55,58;Actual;
2001;RS;RS221;?????? ??????;3;KIS Value;21;Actual;
2001;RS;RS222;??????????? ??????;3;KIS Value;22,56;Actual;
2001;RS;RS223;?????????? ??????;3;KIS Value;24,54;Actual;
2001;RS;RS224;?????????? ??????;3;KIS Value;31,08;Actual;
2001;RS;RS225;???????? ??????;3;KIS Value;64,86;Actual;
2001;RS;RS226;???????? ??????;3;KIS Value;12,24;Actual;
2001;RS;RS227;?????????? ??????;3;KIS Value;29,42;Actual;
2001;RS;RS228;??????? ??????;3;KIS Value;24,22;Actual;
2001;RS;RS229;???????? ??????;3;KIS Value;11,14;Actual;
2001;RS;RSZZZ;Extra regio (RS);3;KIS Value;0,61;Actual;
2001;SI;SI031;Pomurska;3;KIS Value;20,22;Actual;
2001;SI;SI032;Podravska;3;KIS Value;78,5;Actual;
2001;SI;SI033;Koroska;3;KIS Value;13,58;Actual;
2001;SI;SI034;Savinjska;3;KIS Value;51,02;Actual;
2001;SI;SI035;Zasavska;3;KIS Value;9,3;Actual;
2001;SI;SI036;Posavska;3;KIS Value;11,98;Actual;
2001;SI;SI037;Jugovzhodna Slovenija;3;KIS Value;27,26;Actual;
2001;SI;SI038;Primorsko-notranjska;3;KIS Value;10,86;Actual;
2001;SI;SI041;Osrednjeslovenska;3;KIS Value;209,04;Actual;
2001;SI;SI042;Gorenjska;3;KIS Value;38;Actual;
2001;SI;SI043;Goriska;3;KIS Value;23,04;Actual;
2001;SI;SI044;Obalno-kraska;3;KIS Value;26,98;Actual;
2002;HR;HR021;Bjelovarsko-bilogorska županija;3;KIS Value;15,86;Actual;
2002;HR;HR022;Viroviti?ko-podravska županija;3;KIS Value;9,6;Actual;
2002;HR;HR023;Požeško-slavonska županija;3;KIS Value;10,2;Actual;
2002;HR;HR024;Brodsko-posavska županija;3;KIS Value;18,1;Actual;
2002;HR;HR025;Osje?ko-baranjska županija;3;KIS Value;48,58;Actual;
2002;HR;HR026;Vukovarsko-srijemska županija;3;KIS Value;23,28;Actual;
2002;HR;HR027;Karlova?ka županija;3;KIS Value;21,3;Actual;
2002;HR;HR028;Sisa?ko-moslava?ka županija;3;KIS Value;23,22;Actual;
2002;HR;HR031;Primorsko-goranska zupanija;3;KIS Value;57,98;Actual;
2002;HR;HR032;Licko-senjska zupanija;3;KIS Value;8,14;Actual;
2002;HR;HR033;Zadarska zupanija;3;KIS Value;28,38;Actual;
2002;HR;HR034;Sibensko-kninska zupanija;3;KIS Value;17;Actual;
2002;HR;HR035;Splitsko-dalmatinska zupanija;3;KIS Value;74,88;Actual;
2002;HR;HR036;Istarska zupanija;3;KIS Value;37,6;Actual;
2002;HR;HR037;Dubrovacko-neretvanska zupanija;3;KIS Value;23,86;Actual;
2002;HR;HR050;Grad Zagreb;3;KIS Value;287,36;Actual;
2002;HR;HR061;Me?imurska županija;3;KIS Value;13,58;Actual;
2002;HR;HR062;Varaždinska županija;3;KIS Value;25,42;Actual;
2002;HR;HR063;Koprivni?ko-križeva?ka županija;3;KIS Value;13,22;Actual;
2002;HR;HR064;Krapinsko-zagorska županija;3;KIS Value;16,2;Actual;
2002;HR;HR065;Zagreba?ka županija;3;KIS Value;29,44;Actual;
2002;MK;MK001;Vardarski;3;KIS Value;12,62;Actual;
2002;MK;MK002;Istocen;3;KIS Value;16,2;Actual;
2002;MK;MK003;Jugozapaden;3;KIS Value;18,56;Actual;
2002;MK;MK004;Jugoistocen;3;KIS Value;12,42;Actual;
2002;MK;MK005;Pelagoniski;3;KIS Value;25,6;Actual;
2002;MK;MK006;Poloski;3;KIS Value;18,56;Actual;
2002;MK;MK007;Severoistocen;3;KIS Value;10,6;Actual;
2002;MK;MK008;Skopski;3;KIS Value;127,24;Actual;
2002;RS;RS110;?????????? ??????;3;KIS Value;545,5;Actual;
2002;RS;RS121;???????????? ??????;3;KIS Value;23,9;Actual;
2002;RS;RS122;????????????? ??????;3;KIS Value;40,26;Actual;
2002;RS;RS123;?????????? ??????;3;KIS Value;131,3;Actual;
2002;RS;RS124;??????????????? ??????;3;KIS Value;20,7;Actual;
2002;RS;RS125;???????????? ??????;3;KIS Value;29,82;Actual;
2002;RS;RS126;?????????????? ??????;3;KIS Value;26,92;Actual;
2002;RS;RS127;??????? ??????;3;KIS Value;34,16;Actual;
2002;RS;RS211;??????????? ??????;3;KIS Value;39,08;Actual;
2002;RS;RS212;?????????? ??????;3;KIS Value;20,68;Actual;
2002;RS;RS213;????????? ??????;3;KIS Value;28,58;Actual;
2002;RS;RS214;????????? ??????;3;KIS Value;25,04;Actual;
2002;RS;RS215;?????????? ??????;3;KIS Value;30;Actual;
2002;RS;RS216;???????? ??????;3;KIS Value;27,42;Actual;
2002;RS;RS217;????? ??????;3;KIS Value;35,04;Actual;
2002;RS;RS218;?????????? ??????;3;KIS Value;79,58;Actual;
2002;RS;RS221;?????? ??????;3;KIS Value;20,06;Actual;
2002;RS;RS222;??????????? ??????;3;KIS Value;22,38;Actual;
2002;RS;RS223;?????????? ??????;3;KIS Value;23,14;Actual;
2002;RS;RS224;?????????? ??????;3;KIS Value;29,32;Actual;
2002;RS;RS225;???????? ??????;3;KIS Value;63,02;Actual;
2002;RS;RS226;???????? ??????;3;KIS Value;11,56;Actual;
2002;RS;RS227;?????????? ??????;3;KIS Value;27,86;Actual;
2002;RS;RS228;??????? ??????;3;KIS Value;22,56;Actual;
2002;RS;RS229;???????? ??????;3;KIS Value;10,72;Actual;
2002;RS;RSZZZ;Extra regio (RS);3;KIS Value;0,6;Actual;
2002;SI;SI031;Pomurska;3;KIS Value;20,88;Actual;
2002;SI;SI032;Podravska;3;KIS Value;84,46;Actual;
2002;SI;SI033;Koroska;3;KIS Value;13,84;Actual;
2002;SI;SI034;Savinjska;3;KIS Value;51,26;Actual;
2002;SI;SI035;Zasavska;3;KIS Value;10,2;Actual;
2002;SI;SI036;Posavska;3;KIS Value;13,6;Actual;
2002;SI;SI037;Jugovzhodna Slovenija;3;KIS Value;28;Actual;
2002;SI;SI038;Primorsko-notranjska;3;KIS Value;10,82;Actual;
2002;SI;SI041;Osrednjeslovenska;3;KIS Value;236,7;Actual;
2002;SI;SI042;Gorenjska;3;KIS Value;40,24;Actual;
2002;SI;SI043;Goriska;3;KIS Value;24,76;Actual;
2002;SI;SI044;Obalno-kraska;3;KIS Value;29,12;Actual;
2003;HR;HR021;Bjelovarsko-bilogorska županija;3;KIS Value;16,04;Actual;
2003;HR;HR022;Viroviti?ko-podravska županija;3;KIS Value;9,68;Actual;
2003;HR;HR023;Požeško-slavonska županija;3;KIS Value;10,28;Actual;
2003;HR;HR024;Brodsko-posavska županija;3;KIS Value;18,3;Actual;
2003;HR;HR025;Osje?ko-baranjska županija;3;KIS Value;49,24;Actual;
2003;HR;HR026;Vukovarsko-srijemska županija;3;KIS Value;23,4;Actual;
2003;HR;HR027;Karlova?ka županija;3;KIS Value;21,52;Actual;
2003;HR;HR028;Sisa?ko-moslava?ka županija;3;KIS Value;23,42;Actual;
2003;HR;HR031;Primorsko-goranska zupanija;3;KIS Value;58,88;Actual;
2003;HR;HR032;Licko-senjska zupanija;3;KIS Value;8,16;Actual;
2003;HR;HR033;Zadarska zupanija;3;KIS Value;28,74;Actual;
2003;HR;HR034;Sibensko-kninska zupanija;3;KIS Value;17,18;Actual;
2003;HR;HR035;Splitsko-dalmatinska zupanija;3;KIS Value;75,72;Actual;
2003;HR;HR036;Istarska zupanija;3;KIS Value;38,2;Actual;
2003;HR;HR037;Dubrovacko-neretvanska zupanija;3;KIS Value;24,1;Actual;
2003;HR;HR050;Grad Zagreb;3;KIS Value;292,88;Actual;
2003;HR;HR061;Me?imurska županija;3;KIS Value;13,74;Actual;
2003;HR;HR062;Varaždinska županija;3;KIS Value;25,68;Actual;
2003;HR;HR063;Koprivni?ko-križeva?ka županija;3;KIS Value;13,36;Actual;
2003;HR;HR064;Krapinsko-zagorska županija;3;KIS Value;16,34;Actual;
2003;HR;HR065;Zagreba?ka županija;3;KIS Value;29,88;Actual;
2003;MK;MK001;Vardarski;3;KIS Value;12,78;Actual;
2003;MK;MK002;Istocen;3;KIS Value;15,76;Actual;
2003;MK;MK003;Jugozapaden;3;KIS Value;19,08;Actual;
2003;MK;MK004;Jugoistocen;3;KIS Value;12,52;Actual;
2003;MK;MK005;Pelagoniski;3;KIS Value;25,82;Actual;
2003;MK;MK006;Poloski;3;KIS Value;18,7;Actual;
2003;MK;MK007;Severoistocen;3;KIS Value;10,86;Actual;
2003;MK;MK008;Skopski;3;KIS Value;131,16;Actual;
2003;RS;RS110;?????????? ??????;3;KIS Value;556,42;Actual;
2003;RS;RS121;???????????? ??????;3;KIS Value;24,32;Actual;
2003;RS;RS122;????????????? ??????;3;KIS Value;38,5;Actual;
2003;RS;RS123;?????????? ??????;3;KIS Value;128,36;Actual;
2003;RS;RS124;??????????????? ??????;3;KIS Value;21,02;Actual;
2003;RS;RS125;???????????? ??????;3;KIS Value;30,94;Actual;
2003;RS;RS126;?????????????? ??????;3;KIS Value;26,6;Actual;
2003;RS;RS127;??????? ??????;3;KIS Value;33,7;Actual;
2003;RS;RS211;??????????? ??????;3;KIS Value;39,08;Actual;
2003;RS;RS212;?????????? ??????;3;KIS Value;21,08;Actual;
2003;RS;RS213;????????? ??????;3;KIS Value;28,98;Actual;
2003;RS;RS214;????????? ??????;3;KIS Value;23,68;Actual;
2003;RS;RS215;?????????? ??????;3;KIS Value;30,34;Actual;
2003;RS;RS216;???????? ??????;3;KIS Value;26,94;Actual;
2003;RS;RS217;????? ??????;3;KIS Value;36,44;Actual;
2003;RS;RS218;?????????? ??????;3;KIS Value;76,12;Actual;
2003;RS;RS221;?????? ??????;3;KIS Value;20,12;Actual;
2003;RS;RS222;??????????? ??????;3;KIS Value;21,94;Actual;
2003;RS;RS223;?????????? ??????;3;KIS Value;22,96;Actual;
2003;RS;RS224;?????????? ??????;3;KIS Value;30,04;Actual;
2003;RS;RS225;???????? ??????;3;KIS Value;62,86;Actual;
2003;RS;RS226;???????? ??????;3;KIS Value;12,42;Actual;
2003;RS;RS227;?????????? ??????;3;KIS Value;28,16;Actual;
2003;RS;RS228;??????? ??????;3;KIS Value;22,26;Actual;
2003;RS;RS229;???????? ??????;3;KIS Value;10,46;Actual;
2003;RS;RSZZZ;Extra regio (RS);3;KIS Value;0,61;Actual;
2003;SI;SI031;Pomurska;3;KIS Value;21,24;Actual;
2003;SI;SI032;Podravska;3;KIS Value;84,88;Actual;
2003;SI;SI033;Koroska;3;KIS Value;13,34;Actual;
2003;SI;SI034;Savinjska;3;KIS Value;51,82;Actual;
2003;SI;SI035;Zasavska;3;KIS Value;10,12;Actual;
2003;SI;SI036;Posavska;3;KIS Value;13,7;Actual;
2003;SI;SI037;Jugovzhodna Slovenija;3;KIS Value;28,48;Actual;
2003;SI;SI038;Primorsko-notranjska;3;KIS Value;10,82;Actual;
2003;SI;SI041;Osrednjeslovenska;3;KIS Value;246,58;Actual;
2003;SI;SI042;Gorenjska;3;KIS Value;40,72;Actual;
2003;SI;SI043;Goriska;3;KIS Value;24,36;Actual;
2003;SI;SI044;Obalno-kraska;3;KIS Value;29,54;Actual;
2004;HR;HR021;Bjelovarsko-bilogorska županija;3;KIS Value;15,84;Actual;
2004;HR;HR022;Viroviti?ko-podravska županija;3;KIS Value;9,6;Actual;
2004;HR;HR023;Požeško-slavonska županija;3;KIS Value;10,18;Actual;
2004;HR;HR024;Brodsko-posavska županija;3;KIS Value;18,16;Actual;
2004;HR;HR025;Osje?ko-baranjska županija;3;KIS Value;48,9;Actual;
2004;HR;HR026;Vukovarsko-srijemska županija;3;KIS Value;23,08;Actual;
2004;HR;HR027;Karlova?ka županija;3;KIS Value;21,32;Actual;
2004;HR;HR028;Sisa?ko-moslava?ka županija;3;KIS Value;23,18;Actual;
2004;HR;HR031;Primorsko-goranska zupanija;3;KIS Value;58,9;Actual;
2004;HR;HR032;Licko-senjska zupanija;3;KIS Value;8,06;Actual;
2004;HR;HR033;Zadarska zupanija;3;KIS Value;28,5;Actual;
2004;HR;HR034;Sibensko-kninska zupanija;3;KIS Value;17;Actual;
2004;HR;HR035;Splitsko-dalmatinska zupanija;3;KIS Value;75,42;Actual;
2004;HR;HR036;Istarska zupanija;3;KIS Value;38,28;Actual;
2004;HR;HR037;Dubrovacko-neretvanska zupanija;3;KIS Value;24,16;Actual;
2004;HR;HR050;Grad Zagreb;3;KIS Value;294,7;Actual;
2004;HR;HR061;Me?imurska županija;3;KIS Value;13,7;Actual;
2004;HR;HR062;Varaždinska županija;3;KIS Value;25,54;Actual;
2004;HR;HR063;Koprivni?ko-križeva?ka županija;3;KIS Value;13,28;Actual;
2004;HR;HR064;Krapinsko-zagorska županija;3;KIS Value;16,14;Actual;
2004;HR;HR065;Zagreba?ka županija;3;KIS Value;29,8;Actual;
2004;MK;MK001;Vardarski;3;KIS Value;12,5;Actual;
2004;MK;MK002;Istocen;3;KIS Value;15,38;Actual;
2004;MK;MK003;Jugozapaden;3;KIS Value;19,24;Actual;
2004;MK;MK004;Jugoistocen;3;KIS Value;12,26;Actual;
2004;MK;MK005;Pelagoniski;3;KIS Value;25,08;Actual;
2004;MK;MK006;Poloski;3;KIS Value;18,9;Actual;
2004;MK;MK007;Severoistocen;3;KIS Value;10,9;Actual;
2004;MK;MK008;Skopski;3;KIS Value;134,62;Actual;
2004;RS;RS110;?????????? ??????;3;KIS Value;590,84;Actual;
2004;RS;RS121;???????????? ??????;3;KIS Value;23,82;Actual;
2004;RS;RS122;????????????? ??????;3;KIS Value;37,78;Actual;
2004;RS;RS123;?????????? ??????;3;KIS Value;129,5;Actual;
2004;RS;RS124;??????????????? ??????;3;KIS Value;20,9;Actual;
2004;RS;RS125;???????????? ??????;3;KIS Value;31,74;Actual;
2004;RS;RS126;?????????????? ??????;3;KIS Value;26,22;Actual;
2004;RS;RS127;??????? ??????;3;KIS Value;32,34;Actual;
2004;RS;RS211;??????????? ??????;3;KIS Value;37,54;Actual;
2004;RS;RS212;?????????? ??????;3;KIS Value;20,02;Actual;
2004;RS;RS213;????????? ??????;3;KIS Value;29,2;Actual;
2004;RS;RS214;????????? ??????;3;KIS Value;23,82;Actual;
2004;RS;RS215;?????????? ??????;3;KIS Value;28,74;Actual;
2004;RS;RS216;???????? ??????;3;KIS Value;25,8;Actual;
2004;RS;RS217;????? ??????;3;KIS Value;35,04;Actual;
2004;RS;RS218;?????????? ??????;3;KIS Value;70,4;Actual;
2004;RS;RS221;?????? ??????;3;KIS Value;18,78;Actual;
2004;RS;RS222;??????????? ??????;3;KIS Value;21,76;Actual;
2004;RS;RS223;?????????? ??????;3;KIS Value;22,54;Actual;
2004;RS;RS224;?????????? ??????;3;KIS Value;29,38;Actual;
2004;RS;RS225;???????? ??????;3;KIS Value;62,34;Actual;
2004;RS;RS226;???????? ??????;3;KIS Value;11,9;Actual;
2004;RS;RS227;?????????? ??????;3;KIS Value;24,62;Actual;
2004;RS;RS228;??????? ??????;3;KIS Value;22,12;Actual;
2004;RS;RS229;???????? ??????;3;KIS Value;10,32;Actual;
2004;RS;RSZZZ;Extra regio (RS);3;KIS Value;0,61;Actual;
2004;SI;SI031;Pomurska;3;KIS Value;21,48;Actual;
2004;SI;SI032;Podravska;3;KIS Value;86,36;Actual;
2004;SI;SI033;Koroska;3;KIS Value;13,3;Actual;
2004;SI;SI034;Savinjska;3;KIS Value;52,04;Actual;
2004;SI;SI035;Zasavska;3;KIS Value;10,24;Actual;
2004;SI;SI036;Posavska;3;KIS Value;13,24;Actual;
2004;SI;SI037;Jugovzhodna Slovenija;3;KIS Value;29,18;Actual;
2004;SI;SI038;Primorsko-notranjska;3;KIS Value;10,16;Actual;
2004;SI;SI041;Osrednjeslovenska;3;KIS Value;259,06;Actual;
2004;SI;SI042;Gorenjska;3;KIS Value;42,86;Actual;
2004;SI;SI043;Goriska;3;KIS Value;24,66;Actual;
2004;SI;SI044;Obalno-kraska;3;KIS Value;29,16;Actual;
2005;HR;HR021;Bjelovarsko-bilogorska županija;3;KIS Value;16,04;Actual;
2005;HR;HR022;Viroviti?ko-podravska županija;3;KIS Value;9,72;Actual;
2005;HR;HR023;Požeško-slavonska županija;3;KIS Value;10,28;Actual;
2005;HR;HR024;Brodsko-posavska županija;3;KIS Value;18,34;Actual;
2005;HR;HR025;Osje?ko-baranjska županija;3;KIS Value;49,4;Actual;
2005;HR;HR026;Vukovarsko-srijemska županija;3;KIS Value;23,32;Actual;
2005;HR;HR027;Karlova?ka županija;3;KIS Value;21,5;Actual;
2005;HR;HR028;Sisa?ko-moslava?ka županija;3;KIS Value;23,4;Actual;
2005;HR;HR031;Primorsko-goranska zupanija;3;KIS Value;59,58;Actual;
2005;HR;HR032;Licko-senjska zupanija;3;KIS Value;8,12;Actual;
2005;HR;HR033;Zadarska zupanija;3;KIS Value;28,9;Actual;
2005;HR;HR034;Sibensko-kninska zupanija;3;KIS Value;17,12;Actual;
2005;HR;HR035;Splitsko-dalmatinska zupanija;3;KIS Value;76,5;Actual;
2005;HR;HR036;Istarska zupanija;3;KIS Value;38,8;Actual;
2005;HR;HR037;Dubrovacko-neretvanska zupanija;3;KIS Value;24,48;Actual;
2005;HR;HR050;Grad Zagreb;3;KIS Value;298,86;Actual;
2005;HR;HR061;Me?imurska županija;3;KIS Value;13,84;Actual;
2005;HR;HR062;Varaždinska županija;3;KIS Value;25,86;Actual;
2005;HR;HR063;Koprivni?ko-križeva?ka županija;3;KIS Value;13,42;Actual;
2005;HR;HR064;Krapinsko-zagorska županija;3;KIS Value;16,3;Actual;
2005;HR;HR065;Zagreba?ka županija;3;KIS Value;30,06;Actual;
2005;MK;MK001;Vardarski;3;KIS Value;12,76;Actual;
2005;MK;MK002;Istocen;3;KIS Value;15,4;Actual;
2005;MK;MK003;Jugozapaden;3;KIS Value;19,46;Actual;
2005;MK;MK004;Jugoistocen;3;KIS Value;12,3;Actual;
2005;MK;MK005;Pelagoniski;3;KIS Value;24,6;Actual;
2005;MK;MK006;Poloski;3;KIS Value;19,44;Actual;
2005;MK;MK007;Severoistocen;3;KIS Value;11,12;Actual;
2005;MK;MK008;Skopski;3;KIS Value;139,8;Actual;
2005;RS;RS110;?????????? ??????;3;KIS Value;605,86;Actual;
2005;RS;RS121;???????????? ??????;3;KIS Value;24,14;Actual;
2005;RS;RS122;????????????? ??????;3;KIS Value;37,56;Actual;
2005;RS;RS123;?????????? ??????;3;KIS Value;133,82;Actual;
2005;RS;RS124;??????????????? ??????;3;KIS Value;21,12;Actual;
2005;RS;RS125;???????????? ??????;3;KIS Value;32,96;Actual;
2005;RS;RS126;?????????????? ??????;3;KIS Value;26,38;Actual;
2005;RS;RS127;??????? ??????;3;KIS Value;33,06;Actual;
2005;RS;RS211;??????????? ??????;3;KIS Value;37,6;Actual;
2005;RS;RS212;?????????? ??????;3;KIS Value;20,44;Actual;
2005;RS;RS213;????????? ??????;3;KIS Value;28,98;Actual;
2005;RS;RS214;????????? ??????;3;KIS Value;24,74;Actual;
2005;RS;RS215;?????????? ??????;3;KIS Value;28,68;Actual;
2005;RS;RS216;???????? ??????;3;KIS Value;25,6;Actual;
2005;RS;RS217;????? ??????;3;KIS Value;35,24;Actual;
2005;RS;RS218;?????????? ??????;3;KIS Value;60,02;Actual;
2005;RS;RS221;?????? ??????;3;KIS Value;18,92;Actual;
2005;RS;RS222;??????????? ??????;3;KIS Value;22,08;Actual;
2005;RS;RS223;?????????? ??????;3;KIS Value;22,1;Actual;
2005;RS;RS224;?????????? ??????;3;KIS Value;29,22;Actual;
2005;RS;RS225;???????? ??????;3;KIS Value;61,46;Actual;
2005;RS;RS226;???????? ??????;3;KIS Value;12;Actual;
2005;RS;RS227;?????????? ??????;3;KIS Value;24,58;Actual;
2005;RS;RS228;??????? ??????;3;KIS Value;22,04;Actual;
2005;RS;RS229;???????? ??????;3;KIS Value;10,68;Actual;
2005;RS;RSZZZ;Extra regio (RS);3;KIS Value;0,61;Actual;
2005;SI;SI031;Pomurska;3;KIS Value;21,14;Actual;
2005;SI;SI032;Podravska;3;KIS Value;85,36;Actual;
2005;SI;SI033;Koroska;3;KIS Value;13,52;Actual;
2005;SI;SI034;Savinjska;3;KIS Value;51,4;Actual;
2005;SI;SI035;Zasavska;3;KIS Value;10,06;Actual;
2005;SI;SI036;Posavska;3;KIS Value;13,44;Actual;
2005;SI;SI037;Jugovzhodna Slovenija;3;KIS Value;28,64;Actual;
2005;SI;SI038;Primorsko-notranjska;3;KIS Value;9,12;Actual;
2005;SI;SI041;Osrednjeslovenska;3;KIS Value;262;Actual;
2005;SI;SI042;Gorenjska;3;KIS Value;39,82;Actual;
2005;SI;SI043;Goriska;3;KIS Value;25,26;Actual;
2005;SI;SI044;Obalno-kraska;3;KIS Value;28,4;Actual;
2006;HR;HR021;Bjelovarsko-bilogorska županija;3;KIS Value;16,42;Actual;
2006;HR;HR022;Viroviti?ko-podravska županija;3;KIS Value;9,88;Actual;
2006;HR;HR023;Požeško-slavonska županija;3;KIS Value;10,44;Actual;
2006;HR;HR024;Brodsko-posavska županija;3;KIS Value;18,74;Actual;
2006;HR;HR025;Osje?ko-baranjska županija;3;KIS Value;50,7;Actual;
2006;HR;HR026;Vukovarsko-srijemska županija;3;KIS Value;23,82;Actual;
2006;HR;HR027;Karlova?ka županija;3;KIS Value;21,92;Actual;
2006;HR;HR028;Sisa?ko-moslava?ka županija;3;KIS Value;23,92;Actual;
2006;HR;HR031;Primorsko-goranska zupanija;3;KIS Value;61,3;Actual;
2006;HR;HR032;Licko-senjska zupanija;3;KIS Value;8,28;Actual;
2006;HR;HR033;Zadarska zupanija;3;KIS Value;29,74;Actual;
2006;HR;HR034;Sibensko-kninska zupanija;3;KIS Value;17,54;Actual;
2006;HR;HR035;Splitsko-dalmatinska zupanija;3;KIS Value;78,84;Actual;
2006;HR;HR036;Istarska zupanija;3;KIS Value;39,92;Actual;
2006;HR;HR037;Dubrovacko-neretvanska zupanija;3;KIS Value;25,2;Actual;
2006;HR;HR050;Grad Zagreb;3;KIS Value;309,94;Actual;
2006;HR;HR061;Me?imurska županija;3;KIS Value;14,18;Actual;
2006;HR;HR062;Varaždinska županija;3;KIS Value;26,5;Actual;
2006;HR;HR063;Koprivni?ko-križeva?ka županija;3;KIS Value;13,8;Actual;
2006;HR;HR064;Krapinsko-zagorska županija;3;KIS Value;16,68;Actual;
2006;HR;HR065;Zagreba?ka županija;3;KIS Value;30,74;Actual;
2006;MK;MK001;Vardarski;3;KIS Value;12,36;Actual;
2006;MK;MK002;Istocen;3;KIS Value;15,4;Actual;
2006;MK;MK003;Jugozapaden;3;KIS Value;19,22;Actual;
2006;MK;MK004;Jugoistocen;3;KIS Value;12,06;Actual;
2006;MK;MK005;Pelagoniski;3;KIS Value;23,48;Actual;
2006;MK;MK006;Poloski;3;KIS Value;20,8;Actual;
2006;MK;MK007;Severoistocen;3;KIS Value;11,02;Actual;
2006;MK;MK008;Skopski;3;KIS Value;142,02;Actual;
2006;RS;RS110;?????????? ??????;3;KIS Value;592,86;Actual;
2006;RS;RS121;???????????? ??????;3;KIS Value;23,14;Actual;
2006;RS;RS122;????????????? ??????;3;KIS Value;36,44;Actual;
2006;RS;RS123;?????????? ??????;3;KIS Value;132,64;Actual;
2006;RS;RS124;??????????????? ??????;3;KIS Value;20,66;Actual;
2006;RS;RS125;???????????? ??????;3;KIS Value;34;Actual;
2006;RS;RS126;?????????????? ??????;3;KIS Value;25,44;Actual;
2006;RS;RS127;??????? ??????;3;KIS Value;31,72;Actual;
2006;RS;RS211;??????????? ??????;3;KIS Value;36,24;Actual;
2006;RS;RS212;?????????? ??????;3;KIS Value;19,36;Actual;
2006;RS;RS213;????????? ??????;3;KIS Value;27,34;Actual;
2006;RS;RS214;????????? ??????;3;KIS Value;24;Actual;
2006;RS;RS215;?????????? ??????;3;KIS Value;27,32;Actual;
2006;RS;RS216;???????? ??????;3;KIS Value;24,64;Actual;
2006;RS;RS217;????? ??????;3;KIS Value;34,78;Actual;
2006;RS;RS218;?????????? ??????;3;KIS Value;49,62;Actual;
2006;RS;RS221;?????? ??????;3;KIS Value;17,86;Actual;
2006;RS;RS222;??????????? ??????;3;KIS Value;20,24;Actual;
2006;RS;RS223;?????????? ??????;3;KIS Value;20,7;Actual;
2006;RS;RS224;?????????? ??????;3;KIS Value;29,38;Actual;
2006;RS;RS225;???????? ??????;3;KIS Value;59,5;Actual;
2006;RS;RS226;???????? ??????;3;KIS Value;11,7;Actual;
2006;RS;RS227;?????????? ??????;3;KIS Value;23,96;Actual;
2006;RS;RS228;??????? ??????;3;KIS Value;21,68;Actual;
2006;RS;RS229;???????? ??????;3;KIS Value;10,02;Actual;
2006;RS;RSZZZ;Extra regio (RS);3;KIS Value;0,58;Actual;
2006;SI;SI031;Pomurska;3;KIS Value;21,7;Actual;
2006;SI;SI032;Podravska;3;KIS Value;89,04;Actual;
2006;SI;SI033;Koroska;3;KIS Value;13,92;Actual;
2006;SI;SI034;Savinjska;3;KIS Value;51,74;Actual;
2006;SI;SI035;Zasavska;3;KIS Value;10,16;Actual;
2006;SI;SI036;Posavska;3;KIS Value;13,98;Actual;
2006;SI;SI037;Jugovzhodna Slovenija;3;KIS Value;30,38;Actual;
2006;SI;SI038;Primorsko-notranjska;3;KIS Value;9,22;Actual;
2006;SI;SI041;Osrednjeslovenska;3;KIS Value;275,6;Actual;
2006;SI;SI042;Gorenjska;3;KIS Value;39,26;Actual;
2006;SI;SI043;Goriska;3;KIS Value;25,94;Actual;
