TERRITORY_ID,NAME_HTML,UNIT,Year,GDP_Value
RS226,Пиротска област,Million EUR,1989,
RS227,Подунавска област,Million EUR,1989,
RS228,Пчињска област,Million EUR,1989,
RS229,Топличка област,Million EUR,1989,
RSZZZ,Extra regio (RS),Million EUR,1989,
SI031,Pomurska,Million EUR,1989,
SI032,Podravska,Million EUR,1989,
SI033,Koroska,Million EUR,1989,
SI034,Savinjska,Million EUR,1989,
SI035,Zasavska,Million EUR,1989,
SI036,Posavska,Million EUR,1989,
SI037,Jugovzhodna Slovenija,Million EUR,1989,
SI038,Primorsko-notranjska,Million EUR,1989,
SI041,Osrednjeslovenska,Million EUR,1989,
SI042,Gorenjska,Million EUR,1989,
SI043,Goriska,Million EUR,1989,
SI044,Obalno-kraska,Million EUR,1989,
HR021,Bjelovarsko-bilogorska županija,Million EUR,1989,
HR022,Virovitičko-podravska županija,Million EUR,1989,
HR023,Požeško-slavonska županija,Million EUR,1989,
HR024,Brodsko-posavska županija,Million EUR,1989,
HR025,Osječko-baranjska županija,Million EUR,1989,
HR026,Vukovarsko-srijemska županija,Million EUR,1989,
HR027,Karlovačka županija,Million EUR,1989,
HR028,Sisačko-moslavačka županija,Million EUR,1989,
HR031,Primorsko-goranska zupanija,Million EUR,1989,
HR032,Licko-senjska zupanija,Million EUR,1989,
HR033,Zadarska zupanija,Million EUR,1989,
HR034,Sibensko-kninska zupanija,Million EUR,1989,
HR035,Splitsko-dalmatinska zupanija,Million EUR,1989,
HR036,Istarska zupanija,Million EUR,1989,
HR037,Dubrovacko-neretvanska zupanija,Million EUR,1989,
HR050,Grad Zagreb,Million EUR,1989,
HR061,Međimurska županija,Million EUR,1989,
HR062,Varaždinska županija,Million EUR,1989,
HR063,Koprivničko-križevačka županija,Million EUR,1989,
HR064,Krapinsko-zagorska županija,Million EUR,1989,
HR065,Zagrebačka županija,Million EUR,1989,
ME000,Crna Gora,Million EUR,1989,
MK001,Vardarski,Million EUR,1989,
MK002,Istocen,Million EUR,1989,
MK003,Jugozapaden,Million EUR,1989,
MK004,Jugoistocen,Million EUR,1989,
MK005,Pelagoniski,Million EUR,1989,
MK006,Poloski,Million EUR,1989,
MK007,Severoistocen,Million EUR,1989,
MK008,Skopski,Million EUR,1989,
RS110,Београдска област,Million EUR,1989,
RS121,Западнобачка област,Million EUR,1989,
RS122,Јужнобанатска област,Million EUR,1989,
RS123,Јужнобачка област,Million EUR,1989,
RS124,Севернобанатска област,Million EUR,1989,
RS125,Севернобачка област,Million EUR,1989,
RS126,Средњобанатска област,Million EUR,1989,
RS127,Сремска област,Million EUR,1989,
RS211,Златиборска област,Million EUR,1989,
RS212,Колубарска област,Million EUR,1989,
RS213,Мачванска област,Million EUR,1989,
RS214,Моравичка област,Million EUR,1989,
RS215,Поморавска област,Million EUR,1989,
RS216,Расинска област,Million EUR,1989,
RS217,Рашка област,Million EUR,1989,
RS218,Шумадијска област,Million EUR,1989,
RS221,Борска област,Million EUR,1989,
RS222,Браничевска област,Million EUR,1989,
RS223,Зајечарска област,Million EUR,1989,
RS224,Јабланичка област,Million EUR,1989,
RS225,Нишавска област,Million EUR,1989,
RS226,Пиротска област,Million EUR,1989,
RS227,Подунавска област,Million EUR,1989,
RS228,Пчињска област,Million EUR,1989,
RS229,Топличка област,Million EUR,1989,
SI031,Pomurska,Million EUR,1989,
SI032,Podravska,Million EUR,1989,
SI033,Koroska,Million EUR,1989,
SI034,Savinjska,Million EUR,1989,
SI035,Zasavska,Million EUR,1989,
SI036,Posavska,Million EUR,1989,
SI037,Jugovzhodna Slovenija,Million EUR,1989,
SI038,Primorsko-notranjska,Million EUR,1989,
SI041,Osrednjeslovenska,Million EUR,1989,
SI042,Gorenjska,Million EUR,1989,
SI043,Goriska,Million EUR,1989,
SI044,Obalno-kraska,Million EUR,1989,
HR021,Bjelovarsko-bilogorska županija,Million EUR,1990,
HR022,Virovitičko-podravska županija,Million EUR,1990,
HR023,Požeško-slavonska županija,Million EUR,1990,
HR024,Brodsko-posavska županija,Million EUR,1990,
HR025,Osječko-baranjska županija,Million EUR,1990,
HR026,Vukovarsko-srijemska županija,Million EUR,1990,
HR027,Karlovačka županija,Million EUR,1990,
HR028,Sisačko-moslavačka županija,Million EUR,1990,
HR031,Primorsko-goranska zupanija,Million EUR,1990,
HR032,Licko-senjska zupanija,Million EUR,1990,
HR033,Zadarska zupanija,Million EUR,1990,
HR034,Sibensko-kninska zupanija,Million EUR,1990,
HR035,Splitsko-dalmatinska zupanija,Million EUR,1990,
HR036,Istarska zupanija,Million EUR,1990,
HR037,Dubrovacko-neretvanska zupanija,Million EUR,1990,
HR050,Grad Zagreb,Million EUR,1990,
HR061,Međimurska županija,Million EUR,1990,
HR062,Varaždinska županija,Million EUR,1990,
HR063,Koprivničko-križevačka županija,Million EUR,1990,
HR064,Krapinsko-zagorska županija,Million EUR,1990,
HR065,Zagrebačka županija,Million EUR,1990,
ME000,Crna Gora,Million EUR,1990,
MK001,Vardarski,Million EUR,1990,
MK002,Istocen,Million EUR,1990,
MK003,Jugozapaden,Million EUR,1990,
MK004,Jugoistocen,Million EUR,1990,
MK005,Pelagoniski,Million EUR,1990,
MK006,Poloski,Million EUR,1990,
MK007,Severoistocen,Million EUR,1990,
MK008,Skopski,Million EUR,1990,
RS110,Београдска област,Million EUR,1990,
RS121,Западнобачка област,Million EUR,1990,
RS122,Јужнобанатска област,Million EUR,1990,
RS123,Јужнобачка област,Million EUR,1990,
RS124,Севернобанатска област,Million EUR,1990,
RS125,Севернобачка област,Million EUR,1990,
RS126,Средњобанатска област,Million EUR,1990,
RS127,Сремска област,Million EUR,1990,
RS211,Златиборска област,Million EUR,1990,
RS212,Колубарска област,Million EUR,1990,
RS213,Мачванска област,Million EUR,1990,
RS214,Моравичка област,Million EUR,1990,
RS215,Поморавска област,Million EUR,1990,
RS216,Расинска област,Million EUR,1990,
RS217,Рашка област,Million EUR,1990,
RS218,Шумадијска област,Million EUR,1990,
RS221,Борска област,Million EUR,1990,
RS222,Браничевска област,Million EUR,1990,
RS223,Зајечарска област,Million EUR,1990,
RS224,Јабланичка област,Million EUR,1990,
RS225,Нишавска област,Million EUR,1990,
RS226,Пиротска област,Million EUR,1990,
RS227,Подунавска област,Million EUR,1990,
RS228,Пчињска област,Million EUR,1990,
RS229,Топличка област,Million EUR,1990,
RSZZZ,Extra regio (RS),Million EUR,1990,
SI031,Pomurska,Million EUR,1990,
SI032,Podravska,Million EUR,1990,
SI033,Koroska,Million EUR,1990,
SI034,Savinjska,Million EUR,1990,
SI035,Zasavska,Million EUR,1990,
SI036,Posavska,Million EUR,1990,
SI037,Jugovzhodna Slovenija,Million EUR,1990,
SI038,Primorsko-notranjska,Million EUR,1990,
SI041,Osrednjeslovenska,Million EUR,1990,
SI042,Gorenjska,Million EUR,1990,
SI043,Goriska,Million EUR,1990,
SI044,Obalno-kraska,Million EUR,1990,
HR021,Bjelovarsko-bilogorska županija,Million EUR,1990,
HR022,Virovitičko-podravska županija,Million EUR,1990,
HR023,Požeško-slavonska županija,Million EUR,1990,
HR024,Brodsko-posavska županija,Million EUR,1990,
HR025,Osječko-baranjska županija,Million EUR,1990,
HR026,Vukovarsko-srijemska županija,Million EUR,1990,
HR027,Karlovačka županija,Million EUR,1990,
HR028,Sisačko-moslavačka županija,Million EUR,1990,
HR031,Primorsko-goranska zupanija,Million EUR,1990,
HR032,Licko-senjska zupanija,Million EUR,1990,
HR033,Zadarska zupanija,Million EUR,1990,
HR034,Sibensko-kninska zupanija,Million EUR,1990,
HR035,Splitsko-dalmatinska zupanija,Million EUR,1990,
HR036,Istarska zupanija,Million EUR,1990,
HR037,Dubrovacko-neretvanska zupanija,Million EUR,1990,
HR050,Grad Zagreb,Million EUR,1990,
HR061,Međimurska županija,Million EUR,1990,
HR062,Varaždinska županija,Million EUR,1990,
HR063,Koprivničko-križevačka županija,Million EUR,1990,
HR064,Krapinsko-zagorska županija,Million EUR,1990,
HR065,Zagrebačka županija,Million EUR,1990,
ME000,Crna Gora,Million EUR,1990,
MK001,Vardarski,Million EUR,1990,
MK002,Istocen,Million EUR,1990,
MK003,Jugozapaden,Million EUR,1990,
MK004,Jugoistocen,Million EUR,1990,
MK005,Pelagoniski,Million EUR,1990,
MK006,Poloski,Million EUR,1990,
MK007,Severoistocen,Million EUR,1990,
MK008,Skopski,Million EUR,1990,
RS110,Београдска област,Million EUR,1990,
RS121,Западнобачка област,Million EUR,1990,
RS122,Јужнобанатска област,Million EUR,1990,
RS123,Јужнобачка област,Million EUR,1990,
RS124,Севернобанатска област,Million EUR,1990,
RS125,Севернобачка област,Million EUR,1990,
RS126,Средњобанатска област,Million EUR,1990,
RS127,Сремска област,Million EUR,1990,
RS211,Златиборска област,Million EUR,1990,
RS212,Колубарска област,Million EUR,1990,
RS213,Мачванска област,Million EUR,1990,
RS214,Моравичка област,Million EUR,1990,
RS215,Поморавска област,Million EUR,1990,
RS216,Расинска област,Million EUR,1990,
RS217,Рашка област,Million EUR,1990,
RS218,Шумадијска област,Million EUR,1990,
RS221,Борска област,Million EUR,1990,
RS222,Браничевска област,Million EUR,1990,
RS223,Зајечарска област,Million EUR,1990,
RS224,Јабланичка област,Million EUR,1990,
RS225,Нишавска област,Million EUR,1990,
RS226,Пиротска област,Million EUR,1990,
RS227,Подунавска област,Million EUR,1990,
RS228,Пчињска област,Million EUR,1990,
RS229,Топличка област,Million EUR,1990,
SI031,Pomurska,Million EUR,1990,
SI032,Podravska,Million EUR,1990,
SI033,Koroska,Million EUR,1990,
SI034,Savinjska,Million EUR,1990,
SI035,Zasavska,Million EUR,1990,
SI036,Posavska,Million EUR,1990,
SI037,Jugovzhodna Slovenija,Million EUR,1990,
SI038,Primorsko-notranjska,Million EUR,1990,
SI041,Osrednjeslovenska,Million EUR,1990,
SI042,Gorenjska,Million EUR,1990,
SI043,Goriska,Million EUR,1990,
SI044,Obalno-kraska,Million EUR,1990,
HR021,Bjelovarsko-bilogorska županija,Million EUR,1991,
HR022,Virovitičko-podravska županija,Million EUR,1991,
HR023,Požeško-slavonska županija,Million EUR,1991,
HR024,Brodsko-posavska županija,Million EUR,1991,
HR025,Osječko-baranjska županija,Million EUR,1991,
HR026,Vukovarsko-srijemska županija,Million EUR,1991,
HR027,Karlovačka županija,Million EUR,1991,
HR028,Sisačko-moslavačka županija,Million EUR,1991,
HR031,Primorsko-goranska zupanija,Million EUR,1991,
HR032,Licko-senjska zupanija,Million EUR,1991,
HR033,Zadarska zupanija,Million EUR,1991,
HR034,Sibensko-kninska zupanija,Million EUR,1991,
HR035,Splitsko-dalmatinska zupanija,Million EUR,1991,
HR036,Istarska zupanija,Million EUR,1991,
HR037,Dubrovacko-neretvanska zupanija,Million EUR,1991,
HR050,Grad Zagreb,Million EUR,1991,
HR061,Međimurska županija,Million EUR,1991,
HR062,Varaždinska županija,Million EUR,1991,
HR063,Koprivničko-križevačka županija,Million EUR,1991,
HR064,Krapinsko-zagorska županija,Million EUR,1991,
HR065,Zagrebačka županija,Million EUR,1991,
ME000,Crna Gora,Million EUR,1991,
MK001,Vardarski,Million EUR,1991,
MK002,Istocen,Million EUR,1991,
MK003,Jugozapaden,Million EUR,1991,
MK004,Jugoistocen,Million EUR,1991,
MK005,Pelagoniski,Million EUR,1991,
MK006,Poloski,Million EUR,1991,
MK007,Severoistocen,Million EUR,1991,
MK008,Skopski,Million EUR,1991,
RS110,Београдска област,Million EUR,1991,
RS121,Западнобачка област,Million EUR,1991,
RS122,Јужнобанатска област,Million EUR,1991,
RS123,Јужнобачка област,Million EUR,1991,
RS124,Севернобанатска област,Million EUR,1991,
RS125,Севернобачка област,Million EUR,1991,
RS126,Средњобанатска област,Million EUR,1991,
RS127,Сремска област,Million EUR,1991,
RS211,Златиборска област,Million EUR,1991,
RS212,Колубарска област,Million EUR,1991,
RS213,Мачванска област,Million EUR,1991,
RS214,Моравичка област,Million EUR,1991,
RS215,Поморавска област,Million EUR,1991,
RS216,Расинска област,Million EUR,1991,
RS217,Рашка област,Million EUR,1991,
RS218,Шумадијска област,Million EUR,1991,
RS221,Борска област,Million EUR,1991,
RS222,Браничевска област,Million EUR,1991,
RS223,Зајечарска област,Million EUR,1991,
RS224,Јабланичка област,Million EUR,1991,
RS225,Нишавска област,Million EUR,1991,
RS226,Пиротска област,Million EUR,1991,
RS227,Подунавска област,Million EUR,1991,
RS228,Пчињска област,Million EUR,1991,
RS229,Топличка област,Million EUR,1991,
RSZZZ,Extra regio (RS),Million EUR,1991,
SI031,Pomurska,Million EUR,1991,493.49
SI032,Podravska,Million EUR,1991,1460.48
SI033,Koroska,Million EUR,1991,306.47
SI034,Savinjska,Million EUR,1991,1286.43
SI035,Zasavska,Million EUR,1991,229.18
SI036,Posavska,Million EUR,1991,368.09
SI037,Jugovzhodna Slovenija,Million EUR,1991,684.84
SI038,Primorsko-notranjska,Million EUR,1991,238.91
SI041,Osrednjeslovenska,Million EUR,1991,3033.39
SI042,Gorenjska,Million EUR,1991,832.94
SI043,Goriska,Million EUR,1991,431.87
SI044,Obalno-kraska,Million EUR,1991,715.11
HR021,Bjelovarsko-bilogorska županija,Million EUR,1991,
HR022,Virovitičko-podravska županija,Million EUR,1991,
HR023,Požeško-slavonska županija,Million EUR,1991,
HR024,Brodsko-posavska županija,Million EUR,1991,
HR025,Osječko-baranjska županija,Million EUR,1991,
HR026,Vukovarsko-srijemska županija,Million EUR,1991,
HR027,Karlovačka županija,Million EUR,1991,
HR028,Sisačko-moslavačka županija,Million EUR,1991,
HR031,Primorsko-goranska zupanija,Million EUR,1991,
HR032,Licko-senjska zupanija,Million EUR,1991,
HR033,Zadarska zupanija,Million EUR,1991,
HR034,Sibensko-kninska zupanija,Million EUR,1991,
HR035,Splitsko-dalmatinska zupanija,Million EUR,1991,
HR036,Istarska zupanija,Million EUR,1991,
HR037,Dubrovacko-neretvanska zupanija,Million EUR,1991,
HR050,Grad Zagreb,Million EUR,1991,
HR061,Međimurska županija,Million EUR,1991,
HR062,Varaždinska županija,Million EUR,1991,
HR063,Koprivničko-križevačka županija,Million EUR,1991,
HR064,Krapinsko-zagorska županija,Million EUR,1991,
HR065,Zagrebačka županija,Million EUR,1991,
ME000,Crna Gora,Million EUR,1991,
MK001,Vardarski,Million EUR,1991,
MK002,Istocen,Million EUR,1991,
MK003,Jugozapaden,Million EUR,1991,
MK004,Jugoistocen,Million EUR,1991,
MK005,Pelagoniski,Million EUR,1991,
MK006,Poloski,Million EUR,1991,
MK007,Severoistocen,Million EUR,1991,
MK008,Skopski,Million EUR,1991,
RS110,Београдска област,Million EUR,1991,
RS121,Западнобачка област,Million EUR,1991,
RS122,Јужнобанатска област,Million EUR,1991,
RS123,Јужнобачка област,Million EUR,1991,
RS124,Севернобанатска област,Million EUR,1991,
RS125,Севернобачка област,Million EUR,1991,
RS126,Средњобанатска област,Million EUR,1991,
RS127,Сремска област,Million EUR,1991,
RS211,Златиборска област,Million EUR,1991,
RS212,Колубарска област,Million EUR,1991,
RS213,Мачванска област,Million EUR,1991,
RS214,Моравичка област,Million EUR,1991,
RS215,Поморавска област,Million EUR,1991,
RS216,Расинска област,Million EUR,1991,
RS217,Рашка област,Million EUR,1991,
RS218,Шумадијска област,Million EUR,1991,
RS221,Борска област,Million EUR,1991,
RS222,Браничевска област,Million EUR,1991,
RS223,Зајечарска област,Million EUR,1991,
RS224,Јабланичка област,Million EUR,1991,
RS225,Нишавска област,Million EUR,1991,
RS226,Пиротска област,Million EUR,1991,
RS227,Подунавска област,Million EUR,1991,
RS228,Пчињска област,Million EUR,1991,
RS229,Топличка област,Million EUR,1991,
SI031,Pomurska,Million EUR,1991,493.49
SI032,Podravska,Million EUR,1991,1460.48
SI033,Koroska,Million EUR,1991,306.47
SI034,Savinjska,Million EUR,1991,1286.43
SI035,Zasavska,Million EUR,1991,229.18
SI036,Posavska,Million EUR,1991,368.09
SI037,Jugovzhodna Slovenija,Million EUR,1991,684.84
SI038,Primorsko-notranjska,Million EUR,1991,238.91
SI041,Osrednjeslovenska,Million EUR,1991,3033.39
SI042,Gorenjska,Million EUR,1991,832.94
SI043,Goriska,Million EUR,1991,431.87
SI044,Obalno-kraska,Million EUR,1991,715.11
HR021,Bjelovarsko-bilogorska županija,Million EUR,1992,
HR022,Virovitičko-podravska županija,Million EUR,1992,
HR023,Požeško-slavonska županija,Million EUR,1992,
HR024,Brodsko-posavska županija,Million EUR,1992,
HR025,Osječko-baranjska županija,Million EUR,1992,
HR026,Vukovarsko-srijemska županija,Million EUR,1992,
HR027,Karlovačka županija,Million EUR,1992,
HR028,Sisačko-moslavačka županija,Million EUR,1992,
HR031,Primorsko-goranska zupanija,Million EUR,1992,
HR032,Licko-senjska zupanija,Million EUR,1992,
HR033,Zadarska zupanija,Million EUR,1992,
HR034,Sibensko-kninska zupanija,Million EUR,1992,
HR035,Splitsko-dalmatinska zupanija,Million EUR,1992,
HR036,Istarska zupanija,Million EUR,1992,
HR037,Dubrovacko-neretvanska zupanija,Million EUR,1992,
HR050,Grad Zagreb,Million EUR,1992,
HR061,Međimurska županija,Million EUR,1992,
HR062,Varaždinska županija,Million EUR,1992,
HR063,Koprivničko-križevačka županija,Million EUR,1992,
HR064,Krapinsko-zagorska županija,Million EUR,1992,
HR065,Zagrebačka županija,Million EUR,1992,
ME000,Crna Gora,Million EUR,1992,
MK001,Vardarski,Million EUR,1992,
MK002,Istocen,Million EUR,1992,
MK003,Jugozapaden,Million EUR,1992,
MK004,Jugoistocen,Million EUR,1992,
MK005,Pelagoniski,Million EUR,1992,
MK006,Poloski,Million EUR,1992,
MK007,Severoistocen,Million EUR,1992,
MK008,Skopski,Million EUR,1992,
RS110,Београдска област,Million EUR,1992,
RS121,Западнобачка област,Million EUR,1992,
RS122,Јужнобанатска област,Million EUR,1992,
RS123,Јужнобачка област,Million EUR,1992,
RS124,Севернобанатска област,Million EUR,1992,
RS125,Севернобачка област,Million EUR,1992,
RS126,Средњобанатска област,Million EUR,1992,
RS127,Сремска област,Million EUR,1992,
RS211,Златиборска област,Million EUR,1992,
RS212,Колубарска област,Million EUR,1992,
RS213,Мачванска област,Million EUR,1992,
RS214,Моравичка област,Million EUR,1992,
RS215,Поморавска област,Million EUR,1992,
RS216,Расинска област,Million EUR,1992,
RS217,Рашка област,Million EUR,1992,
RS218,Шумадијска област,Million EUR,1992,
RS221,Борска област,Million EUR,1992,
RS222,Браничевска област,Million EUR,1992,
RS223,Зајечарска област,Million EUR,1992,
RS224,Јабланичка област,Million EUR,1992,
RS225,Нишавска област,Million EUR,1992,
RS226,Пиротска област,Million EUR,1992,
RS227,Подунавска област,Million EUR,1992,
RS228,Пчињска област,Million EUR,1992,
RS229,Топличка област,Million EUR,1992,
RSZZZ,Extra regio (RS),Million EUR,1992,
SI031,Pomurska,Million EUR,1992,487.73
SI032,Podravska,Million EUR,1992,1484.86
SI033,Koroska,Million EUR,1992,308.56
SI034,Savinjska,Million EUR,1992,1290.47
SI035,Zasavska,Million EUR,1992,226.59
SI036,Posavska,Million EUR,1992,363.6
SI037,Jugovzhodna Slovenija,Million EUR,1992,685.05
SI038,Primorsko-notranjska,Million EUR,1992,233.62
SI041,Osrednjeslovenska,Million EUR,1992,3198.07
SI042,Gorenjska,Million EUR,1992,863.05
SI043,Goriska,Million EUR,1992,455.53
SI044,Obalno-kraska,Million EUR,1992,725.45
HR021,Bjelovarsko-bilogorska županija,Million EUR,1992,
HR022,Virovitičko-podravska županija,Million EUR,1992,
HR023,Požeško-slavonska županija,Million EUR,1992,
HR024,Brodsko-posavska županija,Million EUR,1992,
HR025,Osječko-baranjska županija,Million EUR,1992,
HR026,Vukovarsko-srijemska županija,Million EUR,1992,
HR027,Karlovačka županija,Million EUR,1992,
HR028,Sisačko-moslavačka županija,Million EUR,1992,
HR031,Primorsko-goranska zupanija,Million EUR,1992,
HR032,Licko-senjska zupanija,Million EUR,1992,
HR033,Zadarska zupanija,Million EUR,1992,
HR034,Sibensko-kninska zupanija,Million EUR,1992,
HR035,Splitsko-dalmatinska zupanija,Million EUR,1992,
HR036,Istarska zupanija,Million EUR,1992,
HR037,Dubrovacko-neretvanska zupanija,Million EUR,1992,
HR050,Grad Zagreb,Million EUR,1992,
HR061,Međimurska županija,Million EUR,1992,
HR062,Varaždinska županija,Million EUR,1992,
HR063,Koprivničko-križevačka županija,Million EUR,1992,
HR064,Krapinsko-zagorska županija,Million EUR,1992,
HR065,Zagrebačka županija,Million EUR,1992,
ME000,Crna Gora,Million EUR,1992,
MK001,Vardarski,Million EUR,1992,
MK002,Istocen,Million EUR,1992,
MK003,Jugozapaden,Million EUR,1992,
MK004,Jugoistocen,Million EUR,1992,
MK005,Pelagoniski,Million EUR,1992,
MK006,Poloski,Million EUR,1992,
MK007,Severoistocen,Million EUR,1992,
MK008,Skopski,Million EUR,1992,
RS110,Београдска област,Million EUR,1992,
RS121,Западнобачка област,Million EUR,1992,
RS122,Јужнобанатска област,Million EUR,1992,
RS123,Јужнобачка област,Million EUR,1992,
RS124,Севернобанатска област,Million EUR,1992,
RS125,Севернобачка област,Million EUR,1992,
RS126,Средњобанатска област,Million EUR,1992,
RS127,Сремска област,Million EUR,1992,
RS211,Златиборска област,Million EUR,1992,
RS212,Колубарска област,Million EUR,1992,
RS213,Мачванска област,Million EUR,1992,
RS214,Моравичка област,Million EUR,1992,
RS215,Поморавска област,Million EUR,1992,
RS216,Расинска област,Million EUR,1992,
RS217,Рашка област,Million EUR,1992,
RS218,Шумадијска област,Million EUR,1992,
RS221,Борска област,Million EUR,1992,
RS222,Браничевска област,Million EUR,1992,
RS223,Зајечарска област,Million EUR,1992,
RS224,Јабланичка област,Million EUR,1992,
RS225,Нишавска област,Million EUR,1992,
RS226,Пиротска област,Million EUR,1992,
RS227,Подунавска област,Million EUR,1992,
RS228,Пчињска област,Million EUR,1992,
RS229,Топличка област,Million EUR,1992,
SI031,Pomurska,Million EUR,1992,487.73
SI032,Podravska,Million EUR,1992,1484.86
SI033,Koroska,Million EUR,1992,308.56
SI034,Savinjska,Million EUR,1992,1290.47
SI035,Zasavska,Million EUR,1992,226.59
SI036,Posavska,Million EUR,1992,363.6
SI037,Jugovzhodna Slovenija,Million EUR,1992,685.05
SI038,Primorsko-notranjska,Million EUR,1992,233.62
SI041,Osrednjeslovenska,Million EUR,1992,3198.07
SI042,Gorenjska,Million EUR,1992,863.05
SI043,Goriska,Million EUR,1992,455.53
SI044,Obalno-kraska,Million EUR,1992,725.45
HR021,Bjelovarsko-bilogorska županija,Million EUR,1993,220.3
HR022,Virovitičko-podravska županija,Million EUR,1993,157.7
HR023,Požeško-slavonska županija,Million EUR,1993,137.1
HR024,Brodsko-posavska županija,Million EUR,1993,232.2
HR025,Osječko-baranjska županija,Million EUR,1993,537.9
HR026,Vukovarsko-srijemska županija,Million EUR,1993,210.5
HR027,Karlovačka županija,Million EUR,1993,196.8
HR028,Sisačko-moslavačka županija,Million EUR,1993,325.2
HR031,Primorsko-goranska zupanija,Million EUR,1993,811.4
HR032,Licko-senjska zupanija,Million EUR,1993,78.9
HR033,Zadarska zupanija,Million EUR,1993,229.0
HR034,Sibensko-kninska zupanija,Million EUR,1993,156.6
HR035,Splitsko-dalmatinska zupanija,Million EUR,1993,726.4
HR036,Istarska zupanija,Million EUR,1993,544.4
HR037,Dubrovacko-neretvanska zupanija,Million EUR,1993,216.3
HR050,Grad Zagreb,Million EUR,1993,2569.2
HR061,Međimurska županija,Million EUR,1993,199.3
HR062,Varaždinska županija,Million EUR,1993,353.1
HR063,Koprivničko-križevačka županija,Million EUR,1993,328.8
HR064,Krapinsko-zagorska županija,Million EUR,1993,239.1
HR065,Zagrebačka županija,Million EUR,1993,495.2
ME000,Crna Gora,Million EUR,1993,
MK001,Vardarski,Million EUR,1993,
MK002,Istocen,Million EUR,1993,
MK003,Jugozapaden,Million EUR,1993,
MK004,Jugoistocen,Million EUR,1993,
MK005,Pelagoniski,Million EUR,1993,
MK006,Poloski,Million EUR,1993,
MK007,Severoistocen,Million EUR,1993,
MK008,Skopski,Million EUR,1993,
RS110,Београдска област,Million EUR,1993,
RS121,Западнобачка област,Million EUR,1993,
RS122,Јужнобанатска област,Million EUR,1993,
RS123,Јужнобачка област,Million EUR,1993,
RS124,Севернобанатска област,Million EUR,1993,
RS125,Севернобачка област,Million EUR,1993,
RS126,Средњобанатска област,Million EUR,1993,
RS127,Сремска област,Million EUR,1993,
RS211,Златиборска област,Million EUR,1993,
RS212,Колубарска област,Million EUR,1993,
RS213,Мачванска област,Million EUR,1993,
RS214,Моравичка област,Million EUR,1993,
RS215,Поморавска област,Million EUR,1993,
RS216,Расинска област,Million EUR,1993,
RS217,Рашка област,Million EUR,1993,
RS218,Шумадијска област,Million EUR,1993,
RS221,Борска област,Million EUR,1993,
RS222,Браничевска област,Million EUR,1993,
RS223,Зајечарска област,Million EUR,1993,
RS224,Јабланичка област,Million EUR,1993,
RS225,Нишавска област,Million EUR,1993,
RS226,Пиротска област,Million EUR,1993,
RS227,Подунавска област,Million EUR,1993,
RS228,Пчињска област,Million EUR,1993,
RS229,Топличка област,Million EUR,1993,
RSZZZ,Extra regio (RS),Million EUR,1993,
SI031,Pomurska,Million EUR,1993,526.25
SI032,Podravska,Million EUR,1993,1648.84
SI033,Koroska,Million EUR,1993,340.22
SI034,Savinjska,Million EUR,1993,1413.75
SI035,Zasavska,Million EUR,1993,244.65
SI036,Posavska,Million EUR,1993,392.46
SI037,Jugovzhodna Slovenija,Million EUR,1993,749.24
SI038,Primorsko-notranjska,Million EUR,1993,250.38
SI041,Osrednjeslovenska,Million EUR,1993,3683.14
SI042,Gorenjska,Million EUR,1993,976.05
SI043,Goriska,Million EUR,1993,525.62
SI044,Obalno-kraska,Million EUR,1993,803.4
HR021,Bjelovarsko-bilogorska županija,Million EUR,1993,220.3
HR022,Virovitičko-podravska županija,Million EUR,1993,157.7
HR023,Požeško-slavonska županija,Million EUR,1993,137.1
HR024,Brodsko-posavska županija,Million EUR,1993,232.2
HR025,Osječko-baranjska županija,Million EUR,1993,537.9
HR026,Vukovarsko-srijemska županija,Million EUR,1993,210.5
HR027,Karlovačka županija,Million EUR,1993,196.8
HR028,Sisačko-moslavačka županija,Million EUR,1993,325.2
HR031,Primorsko-goranska zupanija,Million EUR,1993,811.4
HR032,Licko-senjska zupanija,Million EUR,1993,78.9
HR033,Zadarska zupanija,Million EUR,1993,229.0
HR034,Sibensko-kninska zupanija,Million EUR,1993,156.6
HR035,Splitsko-dalmatinska zupanija,Million EUR,1993,726.4
HR036,Istarska zupanija,Million EUR,1993,544.4
HR037,Dubrovacko-neretvanska zupanija,Million EUR,1993,216.3
HR050,Grad Zagreb,Million EUR,1993,2569.2
HR061,Međimurska županija,Million EUR,1993,199.3
HR062,Varaždinska županija,Million EUR,1993,353.1
HR063,Koprivničko-križevačka županija,Million EUR,1993,328.8
HR064,Krapinsko-zagorska županija,Million EUR,1993,239.1
HR065,Zagrebačka županija,Million EUR,1993,495.2
ME000,Crna Gora,Million EUR,1993,
MK001,Vardarski,Million EUR,1993,
MK002,Istocen,Million EUR,1993,
MK003,Jugozapaden,Million EUR,1993,
MK004,Jugoistocen,Million EUR,1993,
MK005,Pelagoniski,Million EUR,1993,
MK006,Poloski,Million EUR,1993,
MK007,Severoistocen,Million EUR,1993,
MK008,Skopski,Million EUR,1993,
RS110,Београдска област,Million EUR,1993,
RS121,Западнобачка област,Million EUR,1993,
RS122,Јужнобанатска област,Million EUR,1993,
RS123,Јужнобачка област,Million EUR,1993,
RS124,Севернобанатска област,Million EUR,1993,
RS125,Севернобачка област,Million EUR,1993,
RS126,Средњобанатска област,Million EUR,1993,
RS127,Сремска област,Million EUR,1993,
