TERRITORY_ID,NAME_HTML,UNIT,Year,GDP_Value
HR026,Vukovarsko-srijemska županija,Million EUR,2005,943.5
HR027,Karlovačka županija,Million EUR,2005,856.2
HR028,Sisačko-moslavačka županija,Million EUR,2005,1158.1
HR031,Primorsko-goranska zupanija,Million EUR,2005,3080.98
HR032,Licko-senjska zupanija,Million EUR,2005,412.41
HR033,Zadarska zupanija,Million EUR,2005,1186.31
HR034,Sibensko-kninska zupanija,Million EUR,2005,751.16
HR035,Splitsko-dalmatinska zupanija,Million EUR,2005,3091.21
HR036,Istarska zupanija,Million EUR,2005,2296.03
HR037,Dubrovacko-neretvanska zupanija,Million EUR,2005,988.04
HR050,Grad Zagreb,Million EUR,2005,11820.5
HR061,Međimurska županija,Million EUR,2005,739.5
HR062,Varaždinska županija,Million EUR,2005,1241.8
HR063,Koprivničko-križevačka županija,Million EUR,2005,861.5
HR064,Krapinsko-zagorska županija,Million EUR,2005,817.2
HR065,Zagrebačka županija,Million EUR,2005,2075.9
ME000,Crna Gora,Million EUR,2005,1832.4
MK001,Vardarski,Million EUR,2005,364.02
MK002,Istocen,Million EUR,2005,322.63
MK003,Jugozapaden,Million EUR,2005,374.88
MK004,Jugoistocen,Million EUR,2005,389.67
MK005,Pelagoniski,Million EUR,2005,616.02
MK006,Poloski,Million EUR,2005,372.88
MK007,Severoistocen,Million EUR,2005,214.5
MK008,Skopski,Million EUR,2005,2377.42
RS110,Београдска област,Million EUR,2005,8243.3
RS121,Западнобачка област,Million EUR,2005,497.1
RS122,Јужнобанатска област,Million EUR,2005,821.8
RS123,Јужнобачка област,Million EUR,2005,2502.4
RS124,Севернобанатска област,Million EUR,2005,415.2
RS125,Севернобачка област,Million EUR,2005,528.4
RS126,Средњобанатска област,Million EUR,2005,594.5
RS127,Сремска област,Million EUR,2005,801.9
RS211,Златиборска област,Million EUR,2005,601.2
RS212,Колубарска област,Million EUR,2005,360.2
RS213,Мачванска област,Million EUR,2005,581.8
RS214,Моравичка област,Million EUR,2005,585.3
RS215,Поморавска област,Million EUR,2005,522.9
RS216,Расинска област,Million EUR,2005,494.5
RS217,Рашка област,Million EUR,2005,557.9
RS218,Шумадијска област,Million EUR,2005,660.8
RS221,Борска област,Million EUR,2005,292.5
RS222,Браничевска област,Million EUR,2005,542.5
RS223,Зајечарска област,Million EUR,2005,233.1
RS224,Јабланичка област,Million EUR,2005,341.0
RS225,Нишавска област,Million EUR,2005,1098.7
RS226,Пиротска област,Million EUR,2005,193.2
RS227,Подунавска област,Million EUR,2005,295.8
RS228,Пчињска област,Million EUR,2005,340.9
RS229,Топличка област,Million EUR,2005,133.8
SI031,Pomurska,Million EUR,2005,1184.97
SI032,Podravska,Million EUR,2005,3822.8
SI033,Koroska,Million EUR,2005,854.2
SI034,Savinjska,Million EUR,2005,3258.86
SI035,Zasavska,Million EUR,2005,556.94
SI036,Posavska,Million EUR,2005,895.79
SI037,Jugovzhodna Slovenija,Million EUR,2005,1945.94
SI038,Primorsko-notranjska,Million EUR,2005,548.09
SI041,Osrednjeslovenska,Million EUR,2005,10300.84
SI042,Gorenjska,Million EUR,2005,2518.43
SI043,Goriska,Million EUR,2005,1633.01
SI044,Obalno-kraska,Million EUR,2005,1602.42
HR021,Bjelovarsko-bilogorska županija,Million EUR,2006,812.7
HR022,Virovitičko-podravska županija,Million EUR,2006,562.5
HR023,Požeško-slavonska županija,Million EUR,2006,488.8
HR024,Brodsko-posavska županija,Million EUR,2006,860.6
HR025,Osječko-baranjska županija,Million EUR,2006,2278.7
HR026,Vukovarsko-srijemska županija,Million EUR,2006,1098.4
HR027,Karlovačka županija,Million EUR,2006,971.0
HR028,Sisačko-moslavačka županija,Million EUR,2006,1358.4
HR031,Primorsko-goranska zupanija,Million EUR,2006,3383.17
HR032,Licko-senjska zupanija,Million EUR,2006,435.55
HR033,Zadarska zupanija,Million EUR,2006,1254.73
HR034,Sibensko-kninska zupanija,Million EUR,2006,781.37
HR035,Splitsko-dalmatinska zupanija,Million EUR,2006,3451.26
HR036,Istarska zupanija,Million EUR,2006,2487.25
HR037,Dubrovacko-neretvanska zupanija,Million EUR,2006,1092.87
HR050,Grad Zagreb,Million EUR,2006,13081.1
HR061,Međimurska županija,Million EUR,2006,846.6
HR062,Varaždinska županija,Million EUR,2006,1363.1
HR063,Koprivničko-križevačka županija,Million EUR,2006,994.2
HR064,Krapinsko-zagorska županija,Million EUR,2006,864.1
HR065,Zagrebačka županija,Million EUR,2006,2144.0
ME000,Crna Gora,Million EUR,2006,2169.6
MK001,Vardarski,Million EUR,2006,432.14
MK002,Istocen,Million EUR,2006,363.77
MK003,Jugozapaden,Million EUR,2006,411.93
MK004,Jugoistocen,Million EUR,2006,402.17
MK005,Pelagoniski,Million EUR,2006,632.99
MK006,Poloski,Million EUR,2006,408.44
MK007,Severoistocen,Million EUR,2006,243.56
MK008,Skopski,Million EUR,2006,2577.17
RS110,Београдска област,Million EUR,2006,9910.8
RS121,Западнобачка област,Million EUR,2006,556.3
RS122,Јужнобанатска област,Million EUR,2006,923.9
RS123,Јужнобачка област,Million EUR,2006,2826.5
RS124,Севернобанатска област,Million EUR,2006,464.2
RS125,Севернобачка област,Million EUR,2006,600.3
RS126,Средњобанатска област,Million EUR,2006,661.5
RS127,Сремска област,Million EUR,2006,907.9
RS211,Златиборска област,Million EUR,2006,717.0
RS212,Колубарска област,Million EUR,2006,435.0
RS213,Мачванска област,Million EUR,2006,587.8
RS214,Моравичка област,Million EUR,2006,695.1
RS215,Поморавска област,Million EUR,2006,566.4
RS216,Расинска област,Million EUR,2006,566.2
RS217,Рашка област,Million EUR,2006,675.9
RS218,Шумадијска област,Million EUR,2006,738.1
RS221,Борска област,Million EUR,2006,354.2
RS222,Браничевска област,Million EUR,2006,582.2
RS223,Зајечарска област,Million EUR,2006,244.2
RS224,Јабланичка област,Million EUR,2006,444.9
RS225,Нишавска област,Million EUR,2006,1316.9
RS226,Пиротска област,Million EUR,2006,205.7
RS227,Подунавска област,Million EUR,2006,372.5
RS228,Пчињска област,Million EUR,2006,408.4
RS229,Топличка област,Million EUR,2006,153.2
RSZZZ,Extra regio (RS),Million EUR,2006,15.1
SI031,Pomurska,Million EUR,2006,1244.95
SI032,Podravska,Million EUR,2006,4146.2
SI033,Koroska,Million EUR,2006,894.49
SI034,Savinjska,Million EUR,2006,3457.94
SI035,Zasavska,Million EUR,2006,579.48
SI036,Posavska,Million EUR,2006,944.83
SI037,Jugovzhodna Slovenija,Million EUR,2006,2153.75
SI038,Primorsko-notranjska,Million EUR,2006,586.9
SI041,Osrednjeslovenska,Million EUR,2006,11305.22
SI042,Gorenjska,Million EUR,2006,2667.5
SI043,Goriska,Million EUR,2006,1742.5
SI044,Obalno-kraska,Million EUR,2006,1752.35
HR021,Bjelovarsko-bilogorska županija,Million EUR,2006,812.7
HR022,Virovitičko-podravska županija,Million EUR,2006,562.5
HR023,Požeško-slavonska županija,Million EUR,2006,488.8
HR024,Brodsko-posavska županija,Million EUR,2006,860.6
HR025,Osječko-baranjska županija,Million EUR,2006,2278.7
HR026,Vukovarsko-srijemska županija,Million EUR,2006,1098.4
HR027,Karlovačka županija,Million EUR,2006,971.0
HR028,Sisačko-moslavačka županija,Million EUR,2006,1358.4
HR031,Primorsko-goranska zupanija,Million EUR,2006,3383.17
HR032,Licko-senjska zupanija,Million EUR,2006,435.55
HR033,Zadarska zupanija,Million EUR,2006,1254.73
HR034,Sibensko-kninska zupanija,Million EUR,2006,781.37
HR035,Splitsko-dalmatinska zupanija,Million EUR,2006,3451.26
HR036,Istarska zupanija,Million EUR,2006,2487.25
HR037,Dubrovacko-neretvanska zupanija,Million EUR,2006,1092.87
HR050,Grad Zagreb,Million EUR,2006,13081.1
HR061,Međimurska županija,Million EUR,2006,846.6
HR062,Varaždinska županija,Million EUR,2006,1363.1
HR063,Koprivničko-križevačka županija,Million EUR,2006,994.2
HR064,Krapinsko-zagorska županija,Million EUR,2006,864.1
HR065,Zagrebačka županija,Million EUR,2006,2144.0
ME000,Crna Gora,Million EUR,2006,2169.6
MK001,Vardarski,Million EUR,2006,432.14
MK002,Istocen,Million EUR,2006,363.77
MK003,Jugozapaden,Million EUR,2006,411.93
MK004,Jugoistocen,Million EUR,2006,402.17
MK005,Pelagoniski,Million EUR,2006,632.99
MK006,Poloski,Million EUR,2006,408.44
MK007,Severoistocen,Million EUR,2006,243.56
MK008,Skopski,Million EUR,2006,2577.17
RS110,Београдска област,Million EUR,2006,9910.8
RS121,Западнобачка област,Million EUR,2006,556.3
RS122,Јужнобанатска област,Million EUR,2006,923.9
RS123,Јужнобачка област,Million EUR,2006,2826.5
RS124,Севернобанатска област,Million EUR,2006,464.2
RS125,Севернобачка област,Million EUR,2006,600.3
RS126,Средњобанатска област,Million EUR,2006,661.5
RS127,Сремска област,Million EUR,2006,907.9
RS211,Златиборска област,Million EUR,2006,717.0
RS212,Колубарска област,Million EUR,2006,435.0
RS213,Мачванска област,Million EUR,2006,587.8
RS214,Моравичка област,Million EUR,2006,695.1
RS215,Поморавска област,Million EUR,2006,566.4
RS216,Расинска област,Million EUR,2006,566.2
RS217,Рашка област,Million EUR,2006,675.9
RS218,Шумадијска област,Million EUR,2006,738.1
